type	latitude	longitude	altitude (m)	color	opacity	name	desc	kml_folder
T	14.044236273	120.795327595	560.8					
T	14.044098309	120.795330972	564.0					
T	14.043905471	120.795335693	567.8					
T	14.043765826	120.795309853	570.8					
T	14.043624242	120.795254862	574.0					
T	14.043421676	120.795113848	579.3					
T	14.043305791	120.795029223	580.8					
T	14.043156339	120.794858042	576.1					
T	14.043034378	120.794686333	572.4					
T	14.042883170	120.794486500	568.3					
T	14.042790850	120.794343468	566.2					
T	14.042700718	120.794229616	564.2					
T	14.042577131	120.794029539	562.4					
T	14.042568672	120.793913341	563.2					
T	14.042499530	120.793711768	563.9					
T	14.042461802	120.793567465	563.8					
T	14.042451231	120.793422277	565.0					
T	14.042388489	120.793308007	563.7					
T	14.042350790	120.793163817	563.2					
T	14.042313101	120.793019666	562.5					
T	14.042277536	120.792904571	561.5					
T	14.042212769	120.792761507	558.9					
T	14.042143814	120.792560513	555.9					
T	14.042135367	120.792444503	555.5					
T	14.042070673	120.792301638	551.4					
T	14.042028839	120.792099776	548.5					
T	14.042016174	120.791925831	547.5					
T	14.042005620	120.791780878	546.6					
T	14.041990843	120.791577943	545.1					
T	14.041973956	120.791346017	543.0					
T	14.041946513	120.790969140	539.5					
T	14.041931736	120.790766207	536.9					
T	14.041919069	120.790592264	533.6					
T	14.041908514	120.790447312	530.9					
T	14.041881069	120.790070438	524.1					
T	14.041866290	120.789867506	518.5					
T	14.041772142	120.789319636	498.8					
T	14.041753145	120.789058794	492.3					
T	14.041732037	120.788768972	487.2					
T	14.041785632	120.788387417	482.5					
T	14.041864199	120.787974900	470.6					
T	14.041774207	120.787485178	455.1					
T	14.041742520	120.787050158	438.8					
T	14.041793603	120.786259601	415.4					
T	14.041803739	120.786025554	410.7					
T	14.041813877	120.785791445	406.1					
T	14.041855312	120.785613362	404.1					
T	14.041840506	120.785410136	399.6					
T	14.041911157	120.785258927	399.7					
T	14.042021270	120.784900077	397.7					
T	14.042087832	120.784690352	395.2					
T	14.042263138	120.784471957	397.2					
T	14.042434529	120.784194893	396.9					
T	14.042610491	120.783975623	401.4					
T	14.042734253	120.783789573	403.8					
T	14.042858182	120.783603272	405.6					
T	14.043013929	120.783472883	408.7					
T	14.043117190	120.783376095	410.3					
T	14.043470093	120.783287784	418.3					
T	14.043720230	120.783296387	425.5					
T	14.044005054	120.783390792	435.8					
T	14.044992991	120.783902470	467.5					
T	14.045557291	120.784303547	451.0					
T	14.046098453	120.784738485	429.2					
T	14.046945545	120.785811500	454.5					
T	14.047453703	120.786495297	485.2					
T	14.047781138	120.787043650	496.8					
T	14.047957166	120.787482750	507.3					
T	14.048065076	120.787776397	514.0					
T	14.048111230	120.788013865	520.0					
T	14.048133010	120.788312863	527.8					
T	14.048269378	120.788995875	558.4					
T	14.048326480	120.789383227	578.1					
T	14.048350451	120.789712309	594.2					
T	14.048356072	120.790582581	609.8					
T	14.048308968	120.791124743	603.4					
T	14.048288471	120.791635378	592.9					
T	14.048188331	120.792238719	572.2					
T	14.048083979	120.792781540	552.5					
T	14.047961985	120.793473698	529.1					
T	14.047886554	120.794013992	517.5					
T	14.047659685	120.794438580	514.0					
T	14.047376093	120.795250757	514.2					
T	14.047176738	120.795642285	513.8					
T	14.047004007	120.796002711	514.8					
T	14.046910076	120.796271886	516.0					
T	14.046779327	120.796422786	518.0					
T	14.046644443	120.796514271	520.1					
T	14.046399101	120.796637233	522.9					
T	14.046173879	120.796641262	525.3					
T	14.046005282	120.796644278	527.2					
T	14.045811079	120.796677276	529.4					
T	14.045617245	120.796710211	532.5					
T	14.045393721	120.796714146	536.1					
T	14.045170682	120.796718073	539.6					
T	14.044809268	120.796724438	546.4					
T	14.044668466	120.796697559	549.3					
T	14.044359796	120.796644408	555.8					
T	14.044107153	120.796590404	560.9					
T	14.043990572	120.796504744	562.7					
T	14.043876242	120.796448388	564.5					
T	14.043759910	120.796362897	566.5					
T	14.043669026	120.796247768	568.2					
T	14.043576091	120.796103561	570.0					
T	14.043394691	120.795873793	573.7					
T	14.043274626	120.795730529	573.5					
T	14.043150450	120.795529188	570.4					
T	14.043028526	120.795357163	567.5					
T	14.042875246	120.795127852	564.5					
T	14.042774488	120.794868321	563.2					
T	14.042703130	120.794637294	562.0					
T	14.042575329	120.794378934	559.7					
T	14.042472699	120.794090984	558.6					
T	14.042430758	120.793888608	558.9					
T	14.042303238	120.793630926	556.3					
T	14.042232139	120.793400665	556.2					
T	14.042158965	120.793141529	554.7					
T	14.042083720	120.792853540	551.9					
T	14.041889452	120.792047331	540.2					
T	14.041778918	120.791645212	532.6					
T	14.041610343	120.791187960	519.1					
T	14.041518537	120.790669613	508.6					
T	14.041404084	120.790210743	498.4					
T	14.041295546	120.789461701	486.3					
T	14.041272383	120.789143658	482.4					
T	14.041251326	120.788854529	476.0					
T	14.041228163	120.788536488	468.6					
T	14.041142852	120.788106055	456.8					
T	14.041119693	120.787788099	450.0					
T	14.041119174	120.787410614	443.0					
T	14.041122867	120.787090854	437.7					
T	14.041157640	120.786827042	433.1					
T	14.041179787	120.786389523	423.7					
T	14.041196133	120.786243005	420.2					
T	14.041239379	120.786094551	416.1					
T	14.041257849	120.785976879	413.1					
T	14.041274214	120.785830229	409.4					
T	14.041290583	120.785683540	404.6					
T	14.041302738	120.785478902	398.1					
T	14.041319115	120.785332127	393.5					
T	14.041358214	120.785125358	387.1					
T	14.041345552	120.784951560	382.2					
T	14.041386778	120.784773609	377.6					
T	14.041374112	120.784599765	373.3					
T	14.041433875	120.784303606	365.7					
T	14.041446062	120.784098538	360.9					
T	14.041462476	120.783951403	358.1					
T	14.041507997	120.783831021	355.9					
T	14.041628249	120.783616848	352.6					
T	14.041646820	120.783498515	350.6					
T	14.041659050	120.783293066	347.2					
T	14.041652705	120.783205982	345.4					
T	14.041635783	120.782973755	340.7					
T	14.041650128	120.782797241	337.5					
T	14.041658130	120.782533571	332.5					
T	14.041670366	120.782327910	327.8					
T	14.041707547	120.782090710	323.6					
T	14.041798912	120.781848436	321.1					
T	14.042004838	120.781302369	320.7					
T	14.042096520	120.781059249	322.5					
T	14.042186177	120.780786739	324.7					
T	14.042330404	120.780508614	331.6					
T	14.042697307	120.779884366	350.8					
T	14.042874008	120.779660413	362.5					
T	14.043025730	120.779468117	372.8					
T	14.043154487	120.779336914	381.3					
T	14.043317341	120.779290604	390.0					
T	14.043533464	120.779209181	399.5					
T	14.043784120	120.779212835	408.5					
T	14.044242441	120.779373082	422.7					
T	14.044563390	120.779548147	431.4					
T	14.044924002	120.779868579	445.0					
T	14.045042314	120.779946077	449.0					
T	14.045229719	120.780195546	452.8					
T	14.045441197	120.780383515	456.5					
T	14.045594658	120.780547616	459.3					
T	14.045780814	120.780768548	463.0					
T	14.045880489	120.780968112	463.5					
T	14.045954190	120.781200122	462.9					
T	14.045969321	120.781407760	464.5					
T	14.046040903	120.781610282	463.2					
T	14.046112525	120.781812914	461.7					
T	14.046125501	120.781990987	462.9					
T	14.046112388	120.782201217	465.6					
T	14.046105764	120.782500401	468.9					
T	14.046142518	120.783004801	457.6					
T	14.046107512	120.783694048	444.8					
T	14.046018278	120.784416723	435.0					
T	14.045875000	120.785172168	430.4					
T	14.045559044	120.786651055	448.7					
T	14.045199273	120.787119484	461.2					
T	14.044823740	120.787735033	479.9					
T	14.044678237	120.788039373	490.5					
T	14.044526549	120.788255061	496.9					
T	14.043981561	120.788787452	517.1					
T	14.043595991	120.789190956	538.6					
T	14.043380494	120.789261378	545.1					
T	14.043194970	120.789359355	547.5					
T	14.043009794	120.789457149	548.3					
T	14.042927810	120.789461531	547.0					
T	14.042736770	120.789471742	544.2					
T	14.042627765	120.789477568	542.5					
T	14.042338829	120.789259596	524.0					
T	14.042221778	120.789149332	514.7					
T	14.041958870	120.788901670	497.1					
T	14.041838002	120.788733793	489.7					
T	14.041744268	120.788564524	484.5					
T	14.041594539	120.788369611	477.9					
T	14.041492566	120.788084848	467.6					
T	14.041336841	120.787803655	456.3					
T	14.041179218	120.787493920	445.8					
T	14.041131291	120.787206504	439.7					
T	14.040942901	120.786841423	434.3					
T	14.040837249	120.786500273	430.8					
T	14.040702816	120.786132417	421.8					
T	14.040683893	120.785872654	417.8					
T	14.040667071	120.785641753	410.6					
T	14.040631325	120.785151090	394.6					
T	14.040573043	120.784720229	383.9					
T	14.040560428	120.784547077	379.8					
T	14.040545709	120.784345066	374.9					
T	14.040530991	120.784143056	369.9					
T	14.040491650	120.783972079	365.1					
T	14.040476933	120.783770095	358.7					
T	14.040482628	120.783479307	348.8					
T	14.040476319	120.783392731	346.0					
T	14.040484118	120.783130716	337.2					
T	14.040471499	120.782957542	331.5					
T	14.040477194	120.782666568	321.7					
T	14.040468780	120.782551103	317.8					
T	14.040484994	120.782404387	314.3					
T	14.040499107	120.782228759	310.9					
T	14.040515329	120.782081961	308.0					
T	14.040504807	120.781937572	305.1					
T	14.040492180	120.781764304	301.7					
T	14.040481657	120.781619915	298.9					
T	14.040573941	120.781407701	295.2					
T	14.040594395	120.781318490	293.6					
T	14.040684693	120.781077062	289.3					
T	14.040729878	120.780956251	287.1					
T	14.040715124	120.780753809	283.5					
T	14.040758220	120.780603952	281.2					
T	14.040852919	120.780419772	279.1					
T	14.040922954	120.780267030	278.8					
T	14.040964046	120.780087900	277.7					
T	14.040982489	120.779969333	277.0					
T	14.041021501	120.779761078	277.0					
T	14.041068984	120.779668639	278.3					
T	14.041164025	120.779483615	281.3					
T	14.041232200	120.779301203	283.6					
T	14.041250707	120.779182340	284.1					
T	14.041397837	120.778962114	292.3					
T	14.041447638	120.778898308	295.3					
T	14.041626391	120.778732862	306.0					
T	14.041807598	120.778596204	317.8					
T	14.041964100	120.778491346	328.2					
T	14.042343010	120.778421080	351.6					
T	14.042424847	120.778412243	356.6					
T	14.042534065	120.778400449	362.2					
T	14.042672882	120.778414914	366.0					
T	14.042811885	120.778429398	369.9					
T	14.042980644	120.778470218	374.8					
T	14.043405872	120.778601883	389.0					
T	14.043547997	120.778645890	393.8					
T	14.043730789	120.778863250	402.6					
T	14.043877629	120.778966279	409.2					
T	14.043969256	120.779075207	414.2					
T	14.044124994	120.779296178	419.9					
T	14.044157025	120.779352178	420.4					
T	14.044248878	120.779461395	422.0					
T	14.044342951	120.779600150	423.8					
T	14.044499195	120.779821836	428.1					
T	14.044711411	120.780038310	436.7					
T	14.044872461	120.780319690	445.6					
T	14.045089684	120.780596082	454.9					
T	14.045343987	120.780988661	459.9					
T	14.045873696	120.782043168	475.6					
T	14.045962488	120.782482928	475.6					
T	14.046105627	120.782888503	461.6					
T	14.046307483	120.783707807	434.2					
T	14.046400850	120.784208073	419.9					
T	14.045641399	120.785070383	436.5					
T	14.045343581	120.785626828	443.4					
T	14.045373655	120.786426017	449.3					
T	14.045388618	120.787403879	462.9					
T	14.045343298	120.788325460	492.3					
T	14.045276476	120.789720704	543.4					
T	14.045134676	120.790082794	554.5					
T	14.045025259	120.790501824	555.2					
T	14.044984533	120.790710474	555.8					
T	14.044915988	120.790920288	555.3					
T	14.044787600	120.791073636	554.2					
T	14.044665801	120.791314901	552.6					
T	14.044537753	120.791467776	552.2					
T	14.044465281	120.791618088	551.5					
T	14.044220472	120.791687298	553.5					
T	14.044082353	120.791693133	555.7					
T	14.043944420	120.791698960	558.3					
T	14.043806673	120.791704780	560.9					
T	14.043461950	120.791514308	569.7					
T	14.043145690	120.791323239	575.5					
T	14.042916461	120.791187282	576.7					
T	14.042771587	120.791076989	577.0					
T	14.042595454	120.790909932	576.7					
T	14.042442542	120.790683729	569.5					
T	14.042133102	120.790174184	541.2					
T	14.042003643	120.789889520	527.3					
T	14.041932628	120.789660297	516.4					
T	14.041811397	120.789113762	495.7					
T	14.041794506	120.788881842	491.0					
T	14.041717261	120.788566096	483.9					
T	14.041754390	120.788331032	481.1					
T	14.042191028	120.787604674	455.3					
T	14.042485406	120.787147596	437.8					
T	14.042713398	120.786517840	437.1					
T	14.043357188	120.785533530	464.5					
T	14.043566319	120.784988475	456.2					
T	14.043892798	120.784521509	456.5					
T	14.044237439	120.783903749	453.3					
T	14.044431592	120.783503458	451.5					
T	14.044574801	120.783165863	450.9					
T	14.044752552	120.782913762	453.5					
T	14.045242548	120.782693817	466.7					
T	14.045462530	120.782615436	471.4					
T	14.045682993	120.782536884	477.4					
T	14.045847575	120.782463040	481.0					
T	14.046012427	120.782389076	472.3					
T	14.046181875	120.782374355	464.0					
T	14.046318966	120.782302664	456.7					
T	14.046460574	120.782290321	449.7					
T	14.046715960	120.782268061	436.9					
T	14.046831836	120.782287926	431.1					
T	14.046980660	120.782364933	423.8					
T	14.047186748	120.782437129	413.1					
T	14.047333886	120.782484520	405.2					
T	14.047509848	120.782529526	395.7					
T	14.047714778	120.782572161	392.2					
T	14.048037297	120.782635047	387.8					
T	14.048331941	120.782700559	384.9					
T	14.048453962	120.782780820	389.9					
T	14.048576117	120.782861169	395.0					
T	14.048669464	120.782944013	399.4					
T	14.048767266	120.783087014	405.3					
T	14.048896334	120.783257827	412.9					
T	14.048965304	120.783403442	417.1					
T	14.049043077	120.783669448	420.7					
T	14.049154337	120.783993509	425.1					
T	14.049402862	120.785397387	448.5					
T	14.049464285	120.786240494	457.4					
T	14.049536675	120.787234158	479.2					
T	14.049656679	120.789283258	556.8					
T	14.049552048	120.790255083	603.1					
T	14.049242092	120.791204092	617.6					
T	14.048955618	120.792058636	587.7					
T	14.048776791	120.792786479	557.7					
T	14.048616281	120.793362195	536.6					
T	14.048263564	120.794062409	517.5					
T	14.048135284	120.794275600	514.0					
T	14.048007178	120.794488498	512.9					
T	14.047815543	120.794613279	513.1					
T	14.047409223	120.794922334	515.4					
T	14.047190317	120.795047049	516.6					
T	14.046937058	120.795083215	518.1					
T	14.046769284	120.795117156	519.2					
T	14.046571380	120.795122140	521.1					
T	14.046025355	120.794987961	528.5					
T	14.045766338	120.794906017	532.5					
T	14.045503665	120.794765353	537.7					
T	14.045097996	120.794570095	546.8					
T	14.044802759	120.794342987	554.8					
T	14.044504048	120.794057844	559.7					
T	14.044320943	120.793828528	560.2					
T	14.044161474	120.793540114	559.8					
T	14.043940707	120.793166240	562.0					
T	14.043775366	120.792791041	563.5					
T	14.043551065	120.792360069	565.6					
T	14.043413670	120.791984897	568.2					
T	14.043333340	120.791636964	570.5					
T	14.043255178	120.791318393	575.5					
T	14.043143322	120.790913763	580.4					
T	14.042938699	120.789987544	568.4					
T	14.042820722	120.789496498	546.6					
T	14.042782534	120.788972157	523.6					
T	14.042651623	120.787926811	472.1					
T	14.042594349	120.787140520	441.1					
T	14.042585535	120.786643612	429.6					
T	14.042585206	120.786263089	431.8					
T	14.042633041	120.785791162	436.3					
T	14.042695463	120.785141897	431.8					
T	14.042827485	120.784691940	426.1					
T	14.043039752	120.784205544	421.9					
T	14.043368361	120.783031208	406.9					
T	14.043607394	120.782509503	396.9					
T	14.044091678	120.781520645	396.9					
T	14.044390371	120.781018968	420.3					
T	14.044687886	120.780486166	437.4					
T	14.044803713	120.780148073	441.3					
T	14.045249144	120.779687234	449.8					
T	14.045354886	120.779587195	450.7					
T	14.045681442	120.779404993	454.8					
T	14.045930848	120.779319887	455.4					
T	14.046069912	120.779275815	453.4					
T	14.046209166	120.779231683	451.6					
T	14.046346443	120.779157751	450.0					
T	14.046630244	120.779128705	445.7					
T	14.046866535	120.779224664	431.6					
T	14.046956365	120.779275616	424.9					
T	14.047189020	120.779312165	409.1					
T	14.047338500	120.779387337	398.7					
T	14.047607210	120.779510942	382.8					
T	14.047699836	120.779592116	378.2					
T	14.047856565	120.779757505	370.8					
T	14.047984725	120.779925939	365.1					
T	14.048216993	120.780326126	357.3					
T	14.048482993	120.780784431	356.9					
T	14.048614024	120.780983920	360.3					
T	14.048711844	120.781126167	363.3					
T	14.049007985	120.781583712	375.7					
T	14.049199970	120.781809058	386.7					
T	14.049369719	120.782127740	403.7					
T	14.049537505	120.782416704	418.2					
T	14.049617874	120.782713419	427.7					
T	14.049700486	120.783040476	437.3					
T	14.049881912	120.783511628	450.2					
T	14.050033591	120.784380736	461.4					
T	14.050060005	120.784743273	467.5					
T	14.050106228	120.785377713	475.1					
T	14.050126037	120.785649616	477.7					
T	14.050148047	120.785951731	478.7					
T	14.050167856	120.786223635	476.7					
T	14.050162746	120.786557879	473.1					
T	14.050055848	120.787110812	478.0					
T	14.050012691	120.787325735	481.4					
T	14.049969557	120.787540538	486.3					
T	14.049892818	120.787696656	491.5					
T	14.049782547	120.787794095	495.3					
T	14.049501924	120.787961974	503.7					
T	14.049363000	120.788060778	508.8					
T	14.049027738	120.788261317	520.8					
T	14.048829404	120.788332993	525.6					
T	14.048440426	120.788565753	540.3					
T	14.048247589	120.788696752	545.1					
T	14.048050769	120.788767733	543.0					
T	14.047852153	120.788808723	539.2					
T	14.047653919	120.788849633	534.9					
T	14.047368287	120.788865391	528.0					
T	14.047223596	120.788843489	524.4					
T	14.047079103	120.788821617	520.6					
T	14.046961053	120.788768467	516.2					
T	14.046869353	120.788684069	511.1					
T	14.046540248	120.788464217	496.7					
T	14.046414141	120.788292774	490.2					
T	14.046290331	120.788151158	486.1					
T	14.045913243	120.787638464	466.3					
T	14.045584875	120.787005651	454.1					
T	14.045360750	120.786248863	447.3					
T	14.045270353	120.785780414	444.1					
T	14.045182153	120.785341729	449.3					
T	14.045053163	120.784342758	463.0					
T	14.045294187	120.783789251	464.1					
T	14.045361023	120.783546067	466.7					
T	14.045402020	120.783334564	469.5					
T	14.045438731	120.783063807	470.0					
T	14.045535925	120.782847293	471.8					
T	14.045659184	120.782598523	476.2					
T	14.045806452	120.782287698	479.2					
T	14.045986494	120.782033174	470.1					
T	14.046197313	120.781805315	457.5					
T	14.046323626	120.781584659	449.2					
T	14.046399929	120.781458064	444.5					
T	14.046616000	120.781288587	433.1					
T	14.046841227	120.781237894	422.8					
T	14.046900325	120.781262449	420.3					
T	14.046992291	120.781344021	416.8					
T	14.047172102	120.781447699	409.7					
T	14.047354385	120.781581406	402.7					
T	14.047569970	120.781772546	394.1					
T	14.048252415	120.782405651	380.4					
T	14.048669464	120.782944013	399.4					
T	14.049157093	120.783630114	423.8					
T	14.049565786	120.784416178	444.3					
T	14.049926098	120.785329818	468.1					
T	14.050439401	120.787117108	490.6					
T	14.050562100	120.787990664	519.3					
T	14.050709900	120.788802587	555.1					
T	14.050821732	120.789525876	573.7					
T	14.051053036	120.790669445	554.7					
T	14.051077309	120.791002664	545.8					
T	14.051131115	120.791334627	538.3					
T	14.051155390	120.791667894	530.8					
T	14.051179666	120.792001162	527.1					
T	14.051166923	120.792639552	520.2					
T	14.051104817	120.793006087	515.4					
T	14.051003627	120.793646556	505.7					
T	14.050873949	120.793893088	502.5					
T	14.050796670	120.794046888	500.5					
T	14.050662880	120.794232467	501.5					
T	14.050301403	120.794514800	507.2					
T	14.050132476	120.794610009	508.1					
T	14.049966022	120.794735157	507.1					
T	14.049689940	120.794953294	503.6					
T	14.049347848	120.795052235	503.3					
T	14.049205098	120.795085867	503.5					
T	14.049060363	120.795089490	504.0					
T	14.048687162	120.795128796	505.6					
T	14.048514361	120.795133097	506.3					
T	14.048085775	120.795173642	509.2					
T	14.047658949	120.795214021	512.3					
T	14.047459353	120.795218933	513.7					
T	14.047115915	120.795197646	516.4					
T	14.047000245	120.795170787	517.4					
T	14.046588848	120.794973366	521.0					
T	14.046413015	120.794888989	523.3					
T	14.046267783	120.794833564	525.4					
T	14.046092476	120.794749427	528.2					
T	14.045859176	120.794637458	532.3					
T	14.045682386	120.794524153	536.2					
T	14.045267424	120.794211442	547.4					
T	14.044777081	120.793607983	552.7					
T	14.044557213	120.793262273	553.2					
T	14.044307969	120.792888913	555.4					
T	14.044118722	120.792572817	556.9					
T	14.044018885	120.792341781	558.0					
T	14.043846988	120.791879130	560.4					
T	14.043774886	120.791647454	561.7					
T	14.043702653	120.791034578	570.1					
T	14.043679230	120.790712935	572.6					
T	14.043706567	120.790330118	570.7					
T	14.043786859	120.789915031	564.9					
T	14.044219741	120.789009644	522.5					
T	14.044430551	120.788467190	503.4					
T	14.044744530	120.787798999	483.5					
T	14.045194976	120.787060497	460.5					
T	14.045526754	120.786207810	443.7					
T	14.046590105	120.784850773	419.1					
T	14.047056109	120.784186970	405.6					
T	14.047332965	120.783655390	400.4					
T	14.047623719	120.783301474	392.8					
T	14.048083527	120.782872196	390.0					
T	14.048274258	120.782705429	385.7					
T	14.048523149	120.782533419	386.9					
T	14.048806018	120.782418605	391.9					
T	14.049232890	120.782260846	400.5					
T	14.049407650	120.782245789	408.4					
T	14.049643316	120.782255853	419.7					
T	14.049854630	120.782328867	430.9					
T	14.050343910	120.782561165	449.7					
T	14.050558794	120.782665016	458.0					
T	14.050742368	120.782741194	465.5					
T	14.050928462	120.782847855	473.5					
T	14.051108226	120.782863553	477.5					
T	14.051418111	120.783021610	489.9					
T	14.051548075	120.783164101	498.8					
T	14.051776417	120.783421462	512.1					
T	14.051876954	120.783566753	516.0					
T	14.051947728	120.783714500	519.4					
T	14.052048407	120.783860016	522.3					
T	14.052185743	120.784094924	526.1					
T	14.052323234	120.784330096	528.3					
T	14.052460879	120.784565533	530.1					
T	14.052734405	120.785006613	526.9					
T	14.052879205	120.785334653	528.1					
T	14.053058760	120.785722253	532.7					
T	14.053210625	120.786143055	541.0					
T	14.053435329	120.787145087	546.3					
T	14.053473313	120.787666450	542.4					
T	14.053482112	120.788620485	554.5					
T	14.053517850	120.789111046	572.4					
T	14.053447165	120.790221954	550.8					
T	14.053357672	120.790656359	537.6					
T	14.053301722	120.791549344	521.0					
T	14.053231386	120.791828382	514.4					
T	14.053120972	120.792384634	497.2					
T	14.053016282	120.792602980	491.8					
T	14.052907262	120.792760009	489.0					
T	14.052798363	120.792916861	486.3					
T	14.052482319	120.793111142	483.6					
T	14.052105434	120.793276376	488.9					
T	14.051926842	120.793282303	492.8					
T	14.051513498	120.793326425	501.2					
T	14.051247211	120.793335224	506.5					
T	14.051040560	120.793342053	510.6					
T	14.050802679	120.793319611	516.2					
T	14.050297014	120.793245699	532.7					
T	14.049997968	120.793165182	543.6					
T	14.049670630	120.793085892	546.8					
T	14.049460457	120.793002789	550.1					
T	14.049168092	120.792982920	551.8					
T	14.048954531	120.792840169	556.2					
T	14.048499841	120.792556565	565.9					
T	14.048102220	120.792242060	569.7					
T	14.047978824	120.792127153	569.3					
T	14.047785297	120.791835771	569.9					
T	14.047690824	120.791720063	569.0					
T	14.047594259	120.791574660	567.8					
T	14.047550519	120.791367362	568.9					
T	14.047506790	120.791160122	570.0					
T	14.047469916	120.790653836	573.8					
T	14.047461575	120.790146155	574.4					
T	14.047501304	120.789905010	570.7					
T	14.047567451	120.789632463	560.8					
T	14.047690851	120.789356676	552.9					
T	14.047843069	120.789078963	547.1					
T	14.047938160	120.788803966	541.3					
T	14.048088613	120.788495523	533.8					
T	14.048319117	120.788091762	523.6					
T	14.048892713	120.787605984	498.5					
T	14.050027260	120.786718389	468.2					
T	14.050747095	120.786063070	500.9					
T	14.050938220	120.785836838	512.0					
T	14.051163742	120.785668823	521.3					
T	14.051389768	120.785500432	531.0					
T	14.051620735	120.785392518	542.0					
T	14.051852220	120.785284362	542.3					
T	14.052054362	120.785178091	540.0					
T	14.052584259	120.785017404	532.3					
T	14.053144777	120.784823064	508.5					
T	14.053353925	120.784777039	500.3					
T	14.053565724	120.784761634	501.8					
T	14.053780183	120.784776940	504.2					
T	14.053875746	120.784831839	506.8					
T	14.054289293	120.785049732	514.6					
T	14.054448583	120.785131380	513.2					
T	14.054643178	120.785272714	509.3					
T	14.054838106	120.785414290	502.5					
T	14.054974246	120.785591219	494.1					
T	14.055337031	120.785908577	474.3					
T	14.055568487	120.786111052	469.5					
T	14.055705473	120.786288936	469.2					
T	14.055851656	120.786591099	474.0					
T	14.055927071	120.786773339	480.5					
T	14.056029664	120.787328125	502.3					
T	14.056085506	120.787667721	515.4					
T	14.056214665	120.788159162	534.7					
T	14.056415081	120.788771992	552.2					
T	14.056464894	120.789455692	543.1					
T	14.056503387	120.789984008	514.1					
T	14.056539616	120.790481248	494.6					
T	14.056684976	120.791192112	470.9					
T	14.056698568	120.791378659	465.5					
T	14.056523390	120.791541667	462.0					
T	14.056368215	120.791547950	462.5					
T	14.056215521	120.791585245	462.2					
T	14.055851299	120.791693114	461.4					
T	14.055635466	120.791701729	465.7					
T	14.055420064	120.791710327	470.3					
T	14.055205091	120.791718909	474.8					
T	14.054990545	120.791727473	479.2					
T	14.054806988	120.791734800	480.7					
T	14.054652018	120.791710101	482.8					
T	14.054090574	120.791547754	494.2					
T	14.053873752	120.791495071	503.2					
T	14.053497313	120.791326225	519.2					
T	14.053277198	120.791212694	526.7					
T	14.052926136	120.790951800	536.3					
T	14.052565047	120.790539166	554.5					
T	14.052399872	120.790332625	562.6					
T	14.052232708	120.790095908	571.6					
T	14.052123205	120.789826132	579.4					
T	14.051986214	120.789588530	586.2					
T	14.051879138	120.789349657	593.4					
T	14.051801896	120.789109413	598.2					
T	14.051706976	120.788626051	589.8					
T	14.051659535	120.788384472	584.8					
T	14.051628528	120.787958841	567.3					
T	14.051654735	120.787499214	550.4					
T	14.051668951	120.787284511	546.7					
T	14.051756894	120.786851148	540.5					
T	14.051771135	120.786636206	537.4					
T	14.051950832	120.786226693	543.8					
T	14.052027002	120.786037879	544.7					
T	14.052073375	120.785850940	544.6					
T	14.052149649	120.785661835	542.8					
T	14.052387758	120.785215718	537.7					
T	14.052492046	120.784993315	535.0					
T	14.052603134	120.784862381	529.5					
T	14.052714347	120.784731300	523.3					
T	14.053025293	120.784431339	504.7					
T	14.053141447	120.784361047	497.9					
T	14.053287941	120.784288408	489.4					
T	14.053436879	120.784246365	486.7					
T	14.053527685	120.784239538	487.0					
T	14.053683679	120.784289612	489.2					
T	14.053781413	120.784375035	492.3					
T	14.053974889	120.784515325	497.9					
T	14.054107795	120.784660300	503.5					
T	14.054210379	120.784807644	508.7					
T	14.054415809	120.785102709	513.5					
T	14.054551458	120.785279134	511.4					
T	14.054996762	120.785900260	487.5					
T	14.055300294	120.786253071	480.2					
T	14.055677606	120.786757832	481.6					
T	14.056018358	120.787172941	496.3					
T	14.056522882	120.788110626	538.7					
T	14.057047045	120.788863470	550.9					
T	14.057098724	120.789142362	553.5					
T	14.057065765	120.789550681	534.1					
T	14.057043617	120.789676860	527.7					
T	14.056956789	120.789774877	523.3					
T	14.056936938	120.789932091	515.0					
T	14.056852474	120.790061070	509.5					
T	14.056736945	120.790191391	505.2					
T	14.056413133	120.790455825	495.6					
T	14.056207395	120.790620848	489.3					
T	14.055825755	120.790917596	479.3					
T	14.055682816	120.791079052	479.3					
T	14.055535574	120.791178423	480.8					
T	14.055417030	120.791245454	482.1					
T	14.055055464	120.791353521	488.3					
T	14.054904614	120.791390731	489.5					
T	14.054690640	120.791399611	491.2					
T	14.054479334	120.791439247	492.0					
T	14.054298867	120.791477550	492.5					
T	14.054177233	120.791482563	493.4					
T	14.053995041	120.791490072	499.2					
T	14.053564429	120.791415613	515.3					
T	14.053124376	120.791188535	528.9					
T	14.052874967	120.791076634	534.3					
T	14.052686055	120.790962351	539.7					
T	14.052495239	120.790817764	546.5					
T	14.052174230	120.790526571	556.6					
T	14.051984273	120.790382676	562.3					
T	14.051851905	120.790205784	569.7					
T	14.051719685	120.790029090	577.4					
T	14.051617298	120.789851128	582.6					
T	14.051478703	120.789583714	586.8					
T	14.051401724	120.789343874	589.6					
T	14.051368554	120.788888539	584.2					
T	14.051581497	120.788541437	584.6					
T	14.052120505	120.788144345	576.3					
T	14.052606856	120.787809760	574.2					
T	14.052769109	120.787554626	569.4					
T	14.053096667	120.787073686	555.7					
T	14.053264212	120.786878575	552.7					
T	14.053395111	120.786593056	549.4					
