type	latitude	longitude	altitude (m)	color	opacity	name	desc	kml_folder
T	14.045354376	120.785388559	444.3					
T	14.045382347	120.785772494	441.9					
T	14.045408166	120.786126897	444.9					
T	14.045464160	120.786508952	448.6					
T	14.045492132	120.786892941	453.7					
T	14.045511498	120.787158780	457.6					
T	14.045558904	120.787422863	461.4					
T	14.045576120	120.787659197	467.9					
T	14.045610550	120.788131865	483.7					
T	14.045629916	120.788397742	492.8					
T	14.045707566	120.788689992	503.2					
T	14.045755016	120.788954393	513.0					
T	14.045843497	120.789394726	530.6					
T	14.045882371	120.789541067	537.1					
T	14.046018583	120.789860590	552.1					
T	14.046025047	120.789949337	556.1					
T	14.046089977	120.790064868	559.0					
T	14.046124611	120.790152251	559.3					
T	14.046189595	120.790267885	559.8					
T	14.046226413	120.790384938	559.9					
T	14.046297922	120.790589527	559.9					
T	14.046360840	120.790675736	560.1					
T	14.046438899	120.790969411	557.5					
T	14.046508364	120.791144689	554.9					
T	14.046545271	120.791262007	553.1					
T	14.046584346	120.791409005	550.8					
T	14.046710511	120.791582108	549.2					
T	14.046836812	120.791755401	549.1					
T	14.046928386	120.791840956	549.7					
T	14.047026524	120.792015695	549.0					
T	14.047118250	120.792101428	549.3					
T	14.047245000	120.792275315	548.8					
T	14.047347735	120.792509964	546.6					
T	14.047411216	120.792597079	545.3					
T	14.047514090	120.792832021	540.5					
T	14.047636927	120.792947032	539.4					
T	14.047729143	120.793033373	538.4					
T	14.047850046	120.793118794	537.5					
T	14.048030562	120.793232185	536.2					
T	14.048180495	120.793316868	534.9					
T	14.048299719	120.793372750	534.7					
T	14.048385960	120.793369874	535.3					
T	14.048527673	120.793335172	536.9					
T	14.048665223	120.793240569	541.0					
T	14.048689704	120.793179731	543.3					
T	14.048800781	120.793115890	546.0					
T	14.048909799	120.793022015	549.7					
T	14.049014570	120.792868078	555.3					
T	14.049086125	120.792655040	562.7					
T	14.049215716	120.792439645	570.5					
T	14.049343297	120.792193918	580.0					
T	14.049412928	120.791950173	588.8					
T	14.049453544	120.791707421	597.4					
T	14.049433843	120.791436938	604.1					
T	14.049418520	120.791226562	608.8					
T	14.049331958	120.790838494	621.4					
T	14.049245444	120.790450643	619.1					
T	14.049132165	120.790094452	614.8					
T	14.049043579	120.789677061	593.1					
T	14.048855101	120.789084523	560.4					
T	14.048629270	120.788374560	529.7					
T	14.048465831	120.787722186	510.3					
T	14.048139066	120.786810428	485.1					
T	14.048035407	120.786576787	479.0					
T	14.047903134	120.786345266	473.0					
T	14.047832698	120.786169843	468.1					
T	14.047764477	120.786024387	464.4					
T	14.047634673	120.785823279	460.4					
T	14.047507185	120.785652229	456.5					
T	14.047408401	120.785479327	448.3					
T	14.047268129	120.785129776	432.4					
T	14.047202393	120.785014746	427.0					
T	14.047160855	120.784838068	421.8					
T	14.047084323	120.784574223	414.8					
T	14.047073472	120.784425279	411.2					
T	14.047001324	120.784221181	406.6					
T	14.046966350	120.784134061	405.8					
T	14.046889924	120.783870590	409.0					
T	14.046874742	120.783662213	411.6					
T	14.046890170	120.783481293	413.1					
T	14.046872816	120.783243114	417.0					
T	14.046918871	120.783089523	417.8					
T	14.047050404	120.782928683	414.6					
T	14.047157932	120.782829670	410.9					
T	14.047296313	120.782757966	404.9					
T	14.047375518	120.782661166	401.7					
T	14.047509848	120.782529526	395.7					
T	14.047701706	120.782392764	391.8					
T	14.047754723	120.782328006	390.3					
T	14.047949236	120.782220817	384.5					
T	14.048090898	120.782178363	380.0					
T	14.048292613	120.782160810	374.0					
T	14.048527996	120.782200745	378.9					
T	14.048619135	120.782253284	382.7					
T	14.048710349	120.782305866	386.4					
T	14.048748069	120.782423564	390.5					
T	14.048812588	120.782508775	394.4					
T	14.048975141	120.782737047	403.9					
T	14.049041979	120.782852513	408.4					
T	14.049081989	120.783000540	412.9					
T	14.049122010	120.783148608	417.4					
T	14.049164234	120.783326815	422.8					
T	14.049204278	120.783474969	424.9					
T	14.049219631	120.783685687	426.2					
T	14.049232790	120.783866302	427.4					
T	14.049250336	120.784107121	428.9					
T	14.049267882	120.784347941	432.2					
T	14.049285427	120.784588761	436.1					
T	14.049316132	120.785010196	442.8					
T	14.049298002	120.785162813	443.0					
T	14.049277685	120.785285293	443.0					
T	14.049259565	120.785437828	443.2					
T	14.049212383	120.785592365	442.3					
T	14.049225533	120.785772855	443.9					
T	14.049153707	120.785989390	445.3					
T	14.049142191	120.786231898	450.4					
T	14.049164094	120.786532549	456.3					
T	14.049188187	120.786863266	466.2					
T	14.049241331	120.787192163	477.9					
T	14.049347662	120.787850233	501.2					
T	14.049367382	120.788120934	511.0					
T	14.049387101	120.788391635	521.2					
T	14.049377738	120.788663953	533.9					
T	14.049399645	120.788964692	547.2					
T	14.049390281	120.789236894	560.8					
T	14.049349663	120.789480459	576.2					
T	14.049335930	120.789692364	589.2					
T	14.049351256	120.789902766	601.2					
T	14.049386286	120.790383686	611.6					
T	14.049372550	120.790595437	615.5					
T	14.049392252	120.790865919	617.3					
T	14.049380705	120.791107624	613.0					
T	14.049398214	120.791348021	607.3					
T	14.049411346	120.791528318	603.2					
T	14.049431044	120.791798764	594.5					
T	14.049468866	120.791917798	588.6					
T	14.049477622	120.792038014	583.7					
T	14.049488567	120.792188283	577.7					
T	14.049541726	120.792517795	564.8					
T	14.049583952	120.792697087	559.0					
T	14.049597089	120.792877462	553.4					
T	14.049634950	120.792996696	549.6					
T	14.049645899	120.793147030	545.0					
T	14.049659037	120.793327430	539.6					
T	14.049667796	120.793447698	536.5					
T	14.049741367	120.793656317	531.1					
T	14.049747938	120.793746543	528.7					
T	14.049846321	120.793894243	524.9					
T	14.049915609	120.794042939	521.1					
T	14.049987127	120.794221822	516.9					
T	14.050060878	120.794430918	511.9					
T	14.050190949	120.794608420	507.5					
T	14.050262623	120.794787661	504.9					
T	14.050338728	120.795027295	502.5					
T	14.050403894	120.795116287	501.6					
T	14.050475688	120.795295819	499.7					
T	14.050628966	120.795382871	498.8					
T	14.050748662	120.795410318	498.5					
T	14.050929558	120.795466658	499.3					
T	14.051047386	120.795463946	501.0					
T	14.051197060	120.795490817	502.9					
T	14.051315186	120.795488115	504.7					
T	14.051431236	120.795455112	506.7					
T	14.051515599	120.795392447	508.5					
T	14.051536376	120.795270495	510.0					
T	14.051586781	120.795147786	511.7					
T	14.051607577	120.795025749	513.1					
T	14.051626169	120.794873347	510.3					
T	14.051642557	120.794690566	505.7					
T	14.051686396	120.794476576	500.2					
T	14.051730260	120.794262466	494.8					
T	14.051742251	120.794018760	493.1					
T	14.051781725	120.793743702	494.0					
T	14.051789303	120.793439082	494.9					
T	14.051790247	120.793043257	498.7					
T	14.051816477	120.792585483	503.8					
T	14.051787707	120.792190516	511.2					
T	14.051882267	120.791851567	517.6					
T	14.051864552	120.791608375	523.1					
T	14.051878794	120.791394332	529.3					
T	14.051869935	120.791272720	532.7					
T	14.051831337	120.791152394	536.1					
T	14.051818051	120.790970002	541.3					
T	14.051779465	120.790849735	544.7					
T	14.051740891	120.790729502	549.2					
T	14.051729822	120.790577552	555.3					
T	14.051625232	120.790369006	564.0					
T	14.051582275	120.790188163	571.1					
T	14.051539331	120.790007370	578.1					
T	14.051460112	120.789737017	583.3					
T	14.051360159	120.789589724	584.3					
T	14.051321702	120.789469854	585.4					
T	14.051283256	120.789350017	586.1					
T	14.051183446	120.789202990	584.8					
T	14.051111064	120.789024193	578.2					
T	14.051036513	120.788815188	568.7					
T	14.050849216	120.788278043	541.5					
T	14.050740933	120.788010611	526.5					
T	14.050689422	120.787709622	513.0					
T	14.050637926	120.787408717	501.9					
T	14.050620286	120.787166585	497.3					
T	14.050604852	120.786954721	493.3					
T	14.050591622	120.786773122	489.8					
T	14.050578392	120.786591524	488.4					
T	14.050565162	120.786409926	489.9					
T	14.050638048	120.786192148	495.2					
T	14.050679317	120.785945903	499.6					
T	14.050756716	120.785788378	503.5					
T	14.050804671	120.785632774	503.5					
T	14.050850443	120.785446767	503.2					
T	14.051003390	120.785100517	507.3					
T	14.051178717	120.785057364	516.2					
T	14.051297241	120.785048812	522.5					
T	14.051418113	120.785070652	529.1					
T	14.051603000	120.785149099	539.5					
T	14.051758420	120.785229796	542.7					
T	14.051852220	120.785284362	542.3					
T	14.051978150	120.785367347	541.9					
T	14.052170643	120.785537755	541.8					
T	14.052234880	120.785594622	541.8					
T	14.052305824	120.785743086	542.5					
T	14.052402304	120.785828533	542.5					
T	14.052501090	120.785944600	544.1					
T	14.052604414	120.786121885	546.5					
T	14.052705597	120.786268747	548.5					
T	14.052836926	120.786413772	550.5					
T	14.052905990	120.786532245	552.6					
T	14.052977323	120.786681392	555.3					
T	14.053053157	120.786891857	555.8					
T	14.053129034	120.787102440	555.1					
T	14.053237350	120.787341943	552.0					
T	14.053313332	120.787552803	548.6					
T	14.053389358	120.787763783	545.5					
T	14.053404991	120.787978371	544.9					
T	14.053420625	120.788192960	544.7					
T	14.053434025	120.788376894	546.1					
T	14.053449659	120.788591483	553.8					
T	14.053469759	120.788867384	563.8					
T	14.053492092	120.789173942	574.5					
T	14.053514426	120.789480500	567.9					
T	14.053536759	120.789787059	561.1					
T	14.053498648	120.790096510	554.0					
T	14.053490762	120.790404386	543.4					
T	14.053510853	120.790680174	533.3					
T	14.053447034	120.791051823	525.6					
T	14.053346415	120.791332575	523.8					
T	14.053303952	120.791579949	520.5					
T	14.053319558	120.791794181	515.1					
T	14.053302791	120.791978987	509.4					
T	14.053316166	120.792162589	503.6					
T	14.053331770	120.792376793	496.8					
T	14.053312775	120.792530895	492.5					
T	14.053287099	120.792593178	491.3					
T	14.053302699	120.792807322	487.2					
T	14.053251365	120.792931776	484.9					
T	14.053204514	120.793117310	481.5					
T	14.053185553	120.793271180	478.5					
T	14.053168823	120.793455572	479.5					
T	14.053186636	120.793700104	483.7					
T	14.053264649	120.793942839	487.6					
T	14.053398523	120.794122793	489.9					
T	14.053528089	120.794241731	489.1					
T	14.053623129	120.794300400	487.6					
T	14.053776499	120.794326789	485.8					
T	14.053930086	120.794353214	483.9					
T	14.054077183	120.794287614	483.9					
T	14.054220014	120.794160502	485.8					
T	14.054332633	120.794034102	483.8					
T	14.054473587	120.793875900	481.5					
T	14.054586493	120.793749177	479.7					
T	14.054697285	120.793591529	477.7					
T	14.054777656	120.793434679	475.8					
T	14.054886421	120.793245881	472.9					
T	14.054931868	120.793028113	468.1					
T	14.054955724	120.792934595	465.8					
T	14.054975095	120.792779389	462.0					
T	14.054996717	120.792654975	458.8					
T	14.055013852	120.792468846	455.8					
T	14.055033239	120.792313509	460.4					
T	14.055024251	120.792190132	464.3					
T	14.055008521	120.791974224	471.2					
T	14.054968917	120.791852053	475.6					
T	14.054927078	120.791699082	480.6					
T	14.054885250	120.791546153	485.3					
T	14.054823223	120.791115834	498.0					
T	14.054809748	120.790930878	503.3					
T	14.054767949	120.790778103	508.8					
T	14.054754476	120.790593174	516.7					
T	14.054679898	120.790411061	524.8					
T	14.054668674	120.790256996	531.2					
T	14.054587408	120.789982620	542.4					
T	14.054545670	120.789830090	546.6					
T	14.054536695	120.789706892	550.0					
T	14.054497214	120.789585219	553.6					
T	14.054455501	120.789432790	558.1					
T	14.054428583	120.789063302	561.5					
T	14.054386885	120.788910969	555.5					
T	14.054336230	120.788635552	544.5					
T	14.054325017	120.788481643	538.2					
T	14.054313804	120.788327734	531.9					
T	14.054298106	120.788112263	526.3					
T	14.054280165	120.787866009	520.0					
T	14.054262224	120.787619757	513.7					
T	14.054279225	120.787433238	511.3					
T	14.054289501	120.787154297	515.3					
T	14.054308755	120.786998455	517.0					
T	14.054393482	120.786900355	515.3					
T	14.054506564	120.786769425	512.1					
T	14.054626516	120.786730875	507.4					
T	14.054718256	120.786725075	503.5					
T	14.054928119	120.786649750	494.1					
T	14.055109943	120.786607147	488.6					
T	14.055355865	120.786591494	483.5					
T	14.055481293	120.786614620	481.4					
T	14.055582793	120.786732664	482.4					
T	14.055649003	120.786790757	483.1					
T	14.055814694	120.786936137	485.9					
T	14.055852380	120.787027267	489.2					
T	14.055892336	120.787149443	494.0					
T	14.055963241	120.787269786	499.3					
T	14.056040971	120.787483310	508.4					
T	14.056019758	120.788045488	527.1					
T	14.056037843	120.788293713	535.8					
T	14.056067232	120.788697080	546.2					
T	14.056187281	120.789064589	555.6					
T	14.056271895	120.789371872	547.1					
T	14.056372399	120.789896750	519.0					
T	14.056385977	120.790083108	510.1					
T	14.056426067	120.790205898	505.3					
T	14.056468433	120.790359793	499.3					
T	14.056479751	120.790515136	493.3					
T	14.056522131	120.790669098	487.3					
T	14.056564523	120.790823103	481.4					
T	14.056578109	120.791009569	476.2					
T	14.056591695	120.791196036	471.1					
T	14.056596223	120.791258192	469.4					
T	14.056731947	120.791408473	464.2					
T	14.056805533	120.791561441	458.8					
T	14.056881428	120.791745609	452.8					
T	14.056952831	120.791867638	449.1					
T	14.057024276	120.791989738	445.4					
T	14.057064551	120.792113087	442.3					
T	14.057136058	120.792235310	439.0					
T	14.057270114	120.792355315	435.4					
T	14.057406596	120.792506639	431.6					
T	14.057538689	120.792595740	429.7					
T	14.057735976	120.792713971	426.6					
T	14.057897606	120.792770988	424.6					
T	14.058057191	120.792796817	422.8					
T	14.058214726	120.792791390	421.2					
T	14.058372488	120.792785954	419.6					
T	14.058530477	120.792780511	418.1					
T	14.058657034	120.792776151	416.9					
T	14.058749761	120.792741507	416.1					
T	14.058736046	120.792553285	416.5					
T	14.058763161	120.792489412	416.6					
T	14.058880847	120.792359306	418.6					
T	14.058932877	120.792199990	421.9					
T	14.058982649	120.792009171	425.9					
T	14.059098308	120.791847208	429.0					
T	14.059111783	120.791594510	435.7					
T	14.059122971	120.791310301	445.2					
T	14.059097772	120.790964481	457.1					
T	14.059108960	120.790680142	468.6					
T	14.059088340	120.790397160	482.0					
T	14.059067720	120.790114178	495.4					
T	14.059044809	120.789799755	509.2					
T	14.059026480	120.789548217	519.8					
T	14.059035368	120.789232188	532.9					
T	14.059021620	120.789043508	541.4					
T	14.059016759	120.788538655	564.3					
T	14.058998425	120.788287046	571.3					
T	14.058986967	120.788129791	564.6					
T	14.059039125	120.787968955	559.7					
T	14.059125447	120.787837683	557.7					
T	14.059177683	120.787676645	553.7					
T	14.059200372	120.787548860	549.9					
T	14.059371085	120.787254094	540.6					
T	14.059560482	120.787211152	546.2					
T	14.059686164	120.787171962	549.6					
T	14.059910488	120.787158557	558.6					
T	14.060103130	120.787147045	559.5					
T	14.060231746	120.787139360	556.0					
T	14.060401954	120.787256388	555.9					
T	14.060604686	120.787371696	554.4					
T	14.060844738	120.787548775	552.4					
T	14.060981140	120.787636523	546.8					
T	14.060983453	120.787668264	547.2					
T	14.061062126	120.787855061	545.6					
T	14.061238173	120.788036573	536.9					
T	14.061279897	120.788161886	535.3					
T	14.061395876	120.788410878	527.5					
T	14.061472480	120.788566394	521.0					
T	14.061481750	120.788693600	519.5					
T	14.061497972	120.788916212	517.2					
T	14.061511877	120.789107022	515.5					
T	14.061558314	120.789296217	507.3					
T	14.061607084	120.789517278	494.8					
T	14.061623311	120.789739956	482.9					
T	14.061637221	120.789930823	472.8					
T	14.061683690	120.790120196	462.1					
T	14.061702239	120.790374723	447.7					
T	14.061716151	120.790565620	436.9					
T	14.061718470	120.790597436	435.2					
T	14.061699814	120.790789731	424.4					
T	14.061648613	120.790983338	416.7					
T	14.061590492	120.791081453	414.1					
T	14.061502216	120.791212629	410.7					
T	14.061414017	120.791343691	407.3					
T	14.061325895	120.791474637	403.9					
T	14.061205437	120.791606742	401.0					
T	14.061048129	120.791676529	401.3					
T	14.060893361	120.791777900	402.9					
T	14.060771093	120.791877892	403.4					
T	14.060681215	120.791976549	403.2					
T	14.060554585	120.792013052	404.0					
T	14.060457981	120.792016685	405.0					
T	14.060260422	120.791960752	407.7					
T	14.060125072	120.791870892	410.5					
T	14.060024238	120.791811456	412.5					
T	14.059857143	120.791723025	417.1					
T	14.059722264	120.791633460	422.2					
T	14.059653735	120.791572961	425.8					
T	14.059455270	120.791486127	433.1					
T	14.059286708	120.791366689	440.6					
T	14.059079716	120.791154439	450.8					
T	14.058945737	120.791065503	454.6					
T	14.058775622	120.790915237	461.0					
T	14.058703071	120.790792424	466.3					
T	14.058630563	120.790669684	472.5					
T	14.058619132	120.790512812	479.9					
T	14.058609988	120.790387315	485.9					
T	14.058596271	120.790199069	494.8					
T	14.058582555	120.790010825	503.7					
T	14.058605078	120.789883819	509.2					
T	14.058659293	120.789755248	514.4					
T	14.058801833	120.789527726	522.9					
T	14.058822125	120.789369088	529.5					
T	14.058874176	120.789208796	535.7					
T	14.058960326	120.789078214	540.3					
T	14.059101019	120.788818379	551.8					
T	14.059180487	120.788593055	563.7					
T	14.059326094	120.788395560	574.3					
T	14.059446865	120.788294085	576.7					
T	14.059631731	120.788188965	575.5					
T	14.059755155	120.788118784	575.6					
T	14.059883325	120.788111678	576.9					
T	14.060016249	120.788167760	578.2					
T	14.060225143	120.788378507	574.3					
T	14.060296393	120.788469927	569.4					
T	14.060369990	120.788593045	563.0					
T	14.060443630	120.788716235	556.4					
T	14.060487386	120.788872830	548.6					
T	14.060503535	120.789094434	538.2					
T	14.060556536	120.789377758	520.7					
T	14.060574994	120.789631058	504.4					
T	14.060593453	120.789884359	488.1					
T	14.060611911	120.790137660	473.4					
T	14.060630370	120.790390962	460.4					
T	14.060646521	120.790612602	449.2					
T	14.060664980	120.790865905	436.8					
T	14.060681132	120.791087546	428.4					
T	14.060699591	120.791340850	418.7					
T	14.060625903	120.791661273	407.7					
T	14.060543058	120.791854874	406.1					
T	14.060494783	120.792078727	403.8					
T	14.060384495	120.792336394	401.4					
T	14.060255920	120.792341044	402.4					
T	14.060191689	120.792343367	402.9					
T	14.059967173	120.792351487	404.8					
T	14.059836785	120.792324591	407.2					
T	14.059610693	120.792301220	411.0					
T	14.059378181	120.792183498	417.1					
T	14.059180243	120.792096259	422.5					
T	14.059077968	120.792005559	425.4					
T	14.058878260	120.791887190	429.4					
T	14.058776249	120.791796699	432.0					
T	14.058672042	120.791674917	435.2					
T	14.058570209	120.791584597	438.8					
T	14.058400685	120.791434238	445.0					
T	14.058332943	120.791374155	447.5					
T	14.058120832	120.791068925	460.2					
T	14.058012635	120.790885225	467.5					
T	14.057841625	120.790704456	476.2					
T	14.057670862	120.790523948	485.1					
T	14.057536248	120.790404706	490.8					
T	14.057430842	120.790252949	497.9					
T	14.057316436	120.789976550	510.3					
T	14.057280595	120.789915659	513.6					
T	14.057206672	120.789762750	521.9					
T	14.057190769	120.789544489	533.1					
T	14.057085649	120.789393301	542.1					
T	14.057040790	120.789207898	552.4					
T	14.057031708	120.789083250	553.7					
T	14.057018085	120.788896278	551.7					
T	14.057066928	120.788705969	548.7					
T	14.057178334	120.788512155	544.8					
T	14.057316634	120.788253970	536.3					
T	14.057452857	120.787964180	517.0					
T	14.057708123	120.787572857	497.6					
T	14.057917006	120.787403450	494.5					
T	14.058072336	120.787362794	496.3					
T	14.058266339	120.787414266	503.2					
T	14.058334129	120.787473263	507.7					
T	14.058535446	120.787619066	524.6					
T	14.058671378	120.787737349	536.2					
T	14.058773430	120.787826151	544.3					
T	14.058814336	120.787950053	551.5					
T	14.058918801	120.788070441	560.1					
T	14.058962044	120.788225898	567.9					
T	14.059039400	120.788411124	570.5					
T	14.059053153	120.788599858	561.9					
T	14.059066905	120.788788592	553.1					
T	14.059046551	120.788947519	545.6					
T	14.058996696	120.789139469	537.2					
T	14.059012733	120.789359564	527.8					
T	14.059031062	120.789611101	517.1					
T	14.059051682	120.789894082	505.2					
T	14.059026757	120.789989906	501.4					
T	14.058942869	120.790151517	494.5					
T	14.058888509	120.790280122	488.9					
T	14.058834181	120.790408654	483.3					
T	14.058750460	120.790569919	476.3					
T	14.058696211	120.790698274	470.7					
T	14.058574094	120.790766570	468.4					
T	14.058359588	120.790870232	465.5					
T	14.058237859	120.790938320	463.9					
T	14.058080195	120.790945088	464.9					
T	14.057922759	120.790951846	465.8					
T	14.057671331	120.790962639	467.4					
T	14.057420482	120.790973407	469.1					
T	14.057201462	120.790982809	471.2					
T	14.057014080	120.790990853	472.9					
T	14.056795876	120.791000221	475.0					
T	14.056509179	120.790919031	478.7					
T	14.056287456	120.790866373	480.2					
T	14.056094856	120.790781451	483.0					
T	14.055900329	120.790665690	487.6					
T	14.055611417	120.790523365	499.8					
T	14.055290271	120.790351921	516.6					
T	14.055031314	120.790178079	532.1					
T	14.054770699	120.789973802	542.2					
T	14.054475690	120.789709906	550.3					
T	14.054279436	120.789534350	556.7					
T	14.054113907	120.789357539	563.6					
T	14.053976727	120.789148675	569.9					
T	14.053839702	120.788940047	562.8					
T	14.053767894	120.788789774	557.6					
T	14.053728650	120.788668627	553.3					
T	14.053680474	120.788424753	544.5					
T	14.053732109	120.788298590	539.9					
T	14.053907335	120.788196196	535.3					
T	14.054085099	120.788124379	530.2					
T	14.054319598	120.787987386	522.7					
T	14.054676838	120.787842989	513.6					
T	14.054855915	120.787770606	508.9					
T	14.055098912	120.787725402	506.4					
T	14.055221745	120.787718221	507.4					
T	14.055377737	120.787740172	509.5					
T	14.055538463	120.787824078	513.6					
T	14.055673077	120.787971835	519.6					
T	14.055869639	120.788116274	526.7					
T	14.056068800	120.788291993	536.4					
T	14.056270566	120.788499073	545.1					
T	14.056468148	120.788644337	550.8					
T	14.056704004	120.788881550	556.0					
T	14.056906867	120.789089704	555.6					
T	14.057170323	120.789263868	547.8					
T	14.057340406	120.789443131	536.6					
T	14.057542098	120.789621110	526.0					
T	14.057746417	120.789830655	515.4					
T	14.057885864	120.790012252	506.5					
T	14.058030032	120.790256646	495.2					
T	14.058045993	120.790475695	485.2					
T	14.058057394	120.790632159	478.1					
T	14.057942834	120.790794121	471.6					
T	14.057857570	120.790923285	467.3					
T	14.057707280	120.791023769	465.0					
T	14.057559481	120.791155325	461.7					
T	14.057409622	120.791255497	460.0					
T	14.057233254	120.791419149	457.0					
T	14.057023716	120.791552638	455.9					
T	14.056872360	120.791621155	456.1					
T	14.056752337	120.791688335	456.1					
T	14.056505915	120.791729286	457.3					
T	14.056293302	120.791799948	456.8					
T	14.056107527	120.791807257	457.7					
T	14.055888936	120.791784796	459.4					
T	14.055699343	120.791730214	463.7					
T	14.055543098	120.791705416	467.7					
T	14.055226776	120.791594168	477.7					
T	14.055163170	120.791565782	480.0					
T	14.055036066	120.791509059	484.5					
T	14.054906860	120.791421566	488.6					
T	14.054747242	120.791335449	492.5					
T	14.054546132	120.791096808	501.3					
T	14.054473939	120.790945537	506.4					
T	14.054432253	120.790792999	511.7					
T	14.054409834	120.790485263	523.8					
T	14.054396382	120.790300623	530.9					
T	14.054476602	120.790142423	536.7					
T	14.054550158	120.789891689	545.0					
T	14.054621532	120.789609931	552.0					
T	14.054660167	120.789298673	559.7					
T	14.054731638	120.789016463	555.8					
T	14.054803170	120.788734012	542.8					
T	14.054846396	120.788483866	531.5					
T	14.054889646	120.788233578	521.6					
T	14.054994220	120.787979634	512.9					
T	14.055145369	120.787939938	513.2					
T	14.055268245	120.787932878	514.2					
T	14.055455078	120.787953221	516.8					
T	14.055679848	120.788064774	522.6					
T	14.055876416	120.788209292	529.8					
T	14.055975957	120.788297153	534.7					
T	14.056077844	120.788416123	539.9					
T	14.056215337	120.788595609	546.2					
T	14.056324219	120.788808018	551.8					
T	14.056437723	120.789082764	557.5					
T	14.056520241	120.789359319	548.6					
T	14.056573977	120.789668654	531.6					
T	14.056627729	120.789978080	514.3					
T	14.056652650	120.790320129	500.7					
T	14.056684369	120.790755465	483.8					
T	14.056678180	120.791098839	473.5					
T	14.056609809	120.791444660	464.3					
T	14.056510441	120.791791406	455.7					
T	14.056475505	120.792166466	447.0					
T	14.056402786	120.792449311	441.0					
T	14.056292363	120.792639938	442.7					
T	14.056155642	120.792893415	448.9					
T	14.056010087	120.793022625	455.0					
T	14.055917440	120.793025752	457.6					
T	14.055763204	120.793030956	460.7					
T	14.055545391	120.793007320	462.1					
T	14.055389433	120.792981641	462.9					
T	14.055170115	120.792927237	463.6					
T	14.054793872	120.792816623	464.9					
T	14.054325368	120.792678884	469.1					
T	14.053951995	120.792569114	476.4					
T	14.053612335	120.792489246	485.9					
T	14.053267043	120.792317851	498.9					
T	14.052830540	120.792119908	506.6					
T	14.052451100	120.791859423	516.6					
T	14.052017787	120.791663103	521.9					
T	14.051672988	120.791433459	527.7					
T	14.051356636	120.791172916	539.0					
T	14.050882661	120.790768331	552.6					
T	14.050722171	120.790593518	561.4					
T	14.050616295	120.790355719	570.0					
T	14.050514910	120.790178562	575.8					
T	14.050476732	120.790059110	578.6					
T	14.050463525	120.789877811	576.9					
T	14.050448118	120.789666297	571.5					
T	14.050398950	120.789395872	563.4					
T	14.050349796	120.789125523	553.4					
T	14.050327791	120.788823446	541.1					
T	14.050357872	120.788427432	527.2					
T	14.050390171	120.788061423	515.6					
T	14.050395317	120.787727200	504.2					
T	14.050461432	120.787419520	496.8					
T	14.050552610	120.787049224	493.1					
T	14.050696185	120.786583857	492.9					
T	14.050974393	120.785925802	512.6					
T	14.051106761	120.785703275	518.8					
T	14.051271159	120.785508734	525.1					
T	14.051360104	120.785502508	529.6					
T	14.051540433	120.785520456	538.8					
T	14.051695743	120.785601380	545.4					
T	14.051881071	120.785680362	544.7					
T	14.052071153	120.785820452	544.5					
T	14.052261557	120.785960779	544.6					
T	14.052422325	120.786103344	546.8					
T	14.052645554	120.786272707	549.1					
T	14.052809093	120.786446320	551.4					
T	14.053002968	120.786618243	553.9					
T	14.053231803	120.786849831	553.2					
T	14.053372661	120.787118152	548.8					
T	14.053513678	120.787386776	541.2					
T	14.053661563	120.787747789	536.0					
T	14.053777062	120.788080232	536.3					
T	14.053925243	120.788441996	541.9					
T	14.054003874	120.788684500	550.7					
T	14.054080311	120.788896399	558.5					
T	14.054126386	120.789110009	567.0					
T	14.054170233	120.789292927	565.0					
T	14.054211852	120.789445142	559.9					
T	14.054286160	120.789626644	553.8					
T	14.054343505	120.789994354	542.7					
T	14.054302784	120.790274126	532.4					
T	14.054264327	120.790584492	521.1					
T	14.054171804	120.790989558	508.3					
T	14.053997278	120.791520776	498.3					
T	14.053788347	120.791990776	493.9					
T	14.053631399	120.792334921	489.6					
T	14.053498209	120.792585537	487.4					
T	14.053393130	120.792804140	486.1					
T	14.053230164	120.793055136	482.6					
T	14.053086407	120.793151930	481.1					
T	14.052876146	120.793158997	481.4					
T	14.052726213	120.793164037	481.7					
T	14.052484538	120.793141613	483.0					
T	14.052243406	120.793119241	488.4					
T	14.051906919	120.793008785	496.8					
T	14.051575886	120.792959357	504.3					
T	14.051391536	120.792874579	510.2					
T	14.051211907	120.792850531	515.3					
T	14.050964787	120.792707577	524.8					
T	14.050442858	120.792423726	547.6					
T	14.050197450	120.792281745	559.0					
T	14.050042427	120.792166800	567.4					
T	14.049856244	120.792023056	575.6					
T	14.049728641	120.791877207	583.0					
T	14.049690736	120.791758030	587.9					
T	14.049681971	120.791637682	591.4					
T	14.049637504	120.791428307	595.8					
T	14.049619975	120.791187644	599.9					
T	14.049604637	120.790977066	603.7					
T	14.049645355	120.790733743	602.7					
T	14.049742209	120.790457449	596.3					
T	14.049870560	120.790209568	590.3					
T	14.050028330	120.789959902	583.6					
T	14.050269876	120.789645007	569.5					
T	14.050602424	120.789354965	567.5					
T	14.051077096	120.788965146	575.1					
T	14.051984687	120.788335588	580.6					
T	14.052656876	120.788082926	570.9					
T	14.053161362	120.787961691	553.2					
T	14.053430737	120.787915306	544.2					
T	14.053642464	120.787903019	538.0					
T	14.053854610	120.787890707	531.6					
T	14.054130228	120.787905601	523.8					
T	14.054293620	120.788050699	524.8					
T	14.054396254	120.788199447	527.3					
T	14.054466221	120.788319218	529.7					
