type	latitude	longitude	altitude (m)	color	opacity	name	desc	kml_folder
T	14.049144105	120.792995164	551.3					
T	14.049169495	120.792864318	555.7					
T	14.049194885	120.792733473	560.0					
T	14.049220275	120.792602628	564.2					
T	14.049245665	120.792471783	568.7					
T	14.049245669	120.792314768	576.1					
T	14.049245676	120.792079247	587.0					
T	14.049271068	120.791843727	597.3					
T	14.049321846	120.791608206	604.9					
T	14.049347236	120.791398856	608.5					
T	14.049372626	120.791241843	610.7					
T	14.049372629	120.791084830	613.9					
T	14.049398018	120.790953986	615.3					
T	14.049423406	120.790823142	616.1					
T	14.049423410	120.790613792	613.2					
T	14.049372641	120.790456779	613.3					
T	14.049347258	120.790299767	612.0					
T	14.049347261	120.790116586	609.0					
T	14.049347265	120.789881068	600.1					
T	14.049347268	120.789671720	587.7					
T	14.049347271	120.789383865	570.6					
T	14.049347274	120.789122179	555.6					
T	14.049372663	120.788834325	541.8					
T	14.049372665	120.788572640	529.8					
T	14.049398052	120.788363292	519.8					
T	14.049398053	120.788180113	512.8					
T	14.049398054	120.788023102	507.0					
T	14.049372669	120.787892260	502.5					
T	14.049321898	120.787552070	490.2					
T	14.049296512	120.787395060	484.8					
T	14.049296513	120.787238049	479.5					
T	14.049296512	120.787081038	474.2					
T	14.049271126	120.786897860	467.8					
T	14.049271126	120.786714681	461.5					
T	14.049271126	120.786583839	458.5					
T	14.049245739	120.786400660	455.0					
T	14.049245739	120.786295986	453.2					
T	14.049271123	120.786086639	450.2					
T	14.049271122	120.785981965	448.5					
T	14.049271122	120.785851123	446.3					
T	14.049271120	120.785667944	445.0					
T	14.049271119	120.785510933	444.1					
T	14.049296503	120.785353922	444.1					
T	14.049296501	120.785196912	443.2					
T	14.049271113	120.784987564	440.8					
T	14.049271109	120.784725879	437.4					
T	14.049271106	120.784516532	434.6					
T	14.049271104	120.784359521	432.5					
T	14.049271103	120.784307184	431.8					
T	14.049296485	120.784071667	430.5					
T	14.049296483	120.783940824	430.0					
T	14.049321867	120.783862318	430.7					
T	14.049347249	120.783652969	430.9					
T	14.049347247	120.783548295	430.5					
T	14.049347244	120.783417452	430.0					
T	14.049296470	120.783286609	426.8					
T	14.049245695	120.783155767	422.0					
T	14.049220301	120.782815575	413.4					
T	14.049220299	120.782710900	411.0					
T	14.049194909	120.782553888	406.4					
T	14.049194905	120.782396876	402.4					
T	14.049194901	120.782266032	398.9					
T	14.049194896	120.782082851	393.9					
T	14.049245662	120.781873499	390.9					
T	14.049245659	120.781768824	388.1					
T	14.049296427	120.781664147	388.3					
T	14.049296422	120.781507134	385.0					
T	14.049321803	120.781350120	383.1					
T	14.049372572	120.781245443	383.6					
T	14.049372567	120.781114598	380.9					
T	14.049347177	120.780983754	376.7					
T	14.049347171	120.780800571	372.7					
T	14.049397938	120.780669724	372.0					
T	14.049448708	120.780617385	373.2					
T	14.049499476	120.780512707	373.0					
T	14.049651788	120.780408027	377.6					
T	14.049854869	120.780224839	382.1					
T	14.049956409	120.780120159	383.7					
T	14.050083335	120.780015478	382.2					
T	14.050159489	120.779910799	377.9					
T	14.050261028	120.779806119	373.7					
T	14.050413339	120.779675268	368.8					
T	14.050514879	120.779570587	365.2					
T	14.050616421	120.779518246	363.5					
T	14.050768736	120.779492071	363.0					
T	14.050870279	120.779492068	364.1					
T	14.050997210	120.779518234	368.2					
T	14.051098756	120.779596740	372.9					
T	14.051174917	120.779675246	376.8					
T	14.051276464	120.779779921	381.7					
T	14.051327237	120.779806088	383.4					
T	14.051428782	120.779858424	386.6					
T	14.051555716	120.779989268	391.8					
T	14.051657261	120.780041604	395.4					
T	14.051784194	120.780146277	404.7					
T	14.051885740	120.780250952	412.8					
T	14.051987287	120.780381796	421.4					
T	14.052063447	120.780460302	427.1					
T	14.052139608	120.780591146	434.1					
T	14.052190384	120.780721992	439.9					
T	14.052215772	120.780826668	443.9					
T	14.052241162	120.780957514	448.9					
T	14.052241165	120.781088360	453.1					
T	14.052266554	120.781219206	458.1					
T	14.052291943	120.781350051	463.0					
T	14.052317334	120.781533235	469.6					
T	14.052317335	120.781611743	472.0					
T	14.052342724	120.781716419	475.7					
T	14.052342729	120.781951941	481.4					
T	14.052342732	120.782108956	485.2					
T	14.052342735	120.782239801	488.4					
T	14.052342738	120.782370646	491.6					
T	14.052317354	120.782449154	492.6					
T	14.052317358	120.782658506	497.8					
T	14.052342748	120.782867857	503.5					
T	14.052342750	120.782998702	506.7					
T	14.052342754	120.783208054	511.7					
T	14.052368141	120.783286560	513.8					
T	14.052393529	120.783443573	516.5					
T	14.052393531	120.783600586	518.5					
T	14.052393534	120.783783769	520.9					
T	14.052393536	120.783940782	522.9					
T	14.052418925	120.784123963	525.1					
T	14.052418927	120.784307145	527.3					
T	14.052444314	120.784464158	529.0					
T	14.052495088	120.784647338	530.8					
T	14.052520475	120.784830520	532.2					
T	14.052520476	120.784909026	533.2					
T	14.052571249	120.785066038	533.2					
T	14.052596636	120.785196882	533.8					
T	14.052622023	120.785380063	535.2					
T	14.052622025	120.785563244	537.4					
T	14.052622026	120.785746426	539.5					
T	14.052622027	120.785903438	541.9					
T	14.052622028	120.786034282	544.6					
T	14.052622029	120.786217463	548.2					
T	14.052647415	120.786348307	550.7					
T	14.052647416	120.786505319	553.8					
T	14.052647416	120.786662332	557.0					
T	14.052647417	120.786819344	560.3					
T	14.052672803	120.786976357	563.1					
T	14.052672803	120.787133369	566.1					
T	14.052672803	120.787368888	570.8					
T	14.052672803	120.787552069	573.1					
T	14.052672803	120.787761420	572.0					
T	14.052672803	120.787866095	571.4					
T	14.052647417	120.788049276	571.4					
T	14.052647417	120.788127783	571.0					
T	14.052571259	120.788310964	572.6					
T	14.052571259	120.788389470	573.4					
T	14.052596644	120.788494146	574.2					
T	14.052647415	120.788651159	575.3					
T	14.052647414	120.788886678	579.4					
T	14.052596641	120.789096029	583.7					
T	14.052571255	120.789253042	583.8					
T	14.052545868	120.789383886	582.0					
T	14.052469710	120.789593237	579.7					
T	14.052444322	120.789776419	577.1					
T	14.052444321	120.789907263	574.9					
T	14.052469706	120.790011940	572.8					
T	14.052469704	120.790195122	566.8					
T	14.052469702	120.790352136	561.7					
T	14.052444315	120.790482981	557.5					
T	14.052393542	120.790587656	554.1					
T	14.052393541	120.790718502	549.7					
T	14.052393538	120.790901685	544.0					
T	14.052393536	120.791032530	540.3					
T	14.052393534	120.791215714	535.3					
T	14.052393532	120.791320391	532.4					
T	14.052418916	120.791425068	529.5					
T	14.052418913	120.791634422	523.7					
T	14.052444296	120.791817607	518.0					
T	14.052495064	120.792026962	510.9					
T	14.052520447	120.792131640	507.3					
T	14.052571217	120.792236318	503.6					
T	14.052647373	120.792340998	499.9					
T	14.052698142	120.792445676	496.3					
T	14.052774298	120.792524187	493.9					
T	14.052901225	120.792628867	491.6					
T	14.053002768	120.792681209	490.3					
T	14.053053539	120.792707380	489.7					
T	14.053205853	120.792759723	488.3					
T	14.053358167	120.792838236	486.1					
T	14.053459710	120.792838239	484.3					
T	14.053586639	120.792890581	481.4					
T	14.053713567	120.792942925	478.8					
T	14.053891269	120.792942930	476.2					
T	14.054018198	120.792942934	474.3					
T	14.054145128	120.792942938	472.4					
T	14.054272058	120.792942942	471.2					
T	14.054373602	120.792890605	470.1					
T	14.054449761	120.792812098	468.6					
T	14.054551306	120.792759762	466.8					
T	14.054627465	120.792628915	464.0					
T	14.054678238	120.792550408	462.0					
T	14.054729011	120.792471900	461.0					
T	14.054830556	120.792367224	462.1					
T	14.054881330	120.792262547	464.3					
T	14.054906717	120.792131699	467.8					
T	14.054932105	120.792000852	471.4					
T	14.055008263	120.791896176	473.7					
T	14.055033651	120.791765328	477.2					
T	14.055109809	120.791686821	477.9					
T	14.055185969	120.791529806	480.4					
T	14.055236743	120.791320451	484.7					
T	14.055287515	120.791241943	485.5					
T	14.055338288	120.791111097	487.5					
T	14.055363675	120.791006419	489.5					
T	14.055414447	120.790875573	491.5					
T	14.055439834	120.790797065	493.4					
T	14.055439835	120.790640048	500.0					
T	14.055465222	120.790535371	503.6					
T	14.055541380	120.790352187	508.9					
T	14.055617539	120.790169002	514.1					
T	14.055642926	120.790011986	519.7					
T	14.055693698	120.789802632	527.5					
T	14.055693699	120.789724124	531.1					
T	14.055744471	120.789540939	538.6					
T	14.055744471	120.789462431	542.3					
T	14.055769857	120.789331584	548.3					
T	14.055769858	120.789253076	552.1					
T	14.055795244	120.789017553	551.9					
T	14.055795244	120.788834367	546.7					
T	14.055795245	120.788625013	540.8					
T	14.055795245	120.788520336	537.8					
T	14.055820631	120.788389490	534.4					
T	14.055820631	120.788258644	530.4					
T	14.055820631	120.788101628	525.4					
T	14.055846017	120.787944613	520.6					
T	14.055846017	120.787813767	516.4					
T	14.055846016	120.787656751	511.3					
T	14.055846016	120.787525905	507.0					
T	14.055846016	120.787421228	503.3					
T	14.055846016	120.787185705	494.8					
T	14.055846015	120.787028690	489.2					
T	14.055846015	120.786897844	484.4					
T	14.055846014	120.786740829	478.8					
T	14.055820628	120.786557644	473.3					
T	14.055820627	120.786400629	469.0					
T	14.055820627	120.786295952	466.1					
T	14.055820626	120.786138937	461.8					
T	14.055820625	120.786008091	458.3					
T	14.055820625	120.785851076	454.0					
T	14.055820624	120.785667891	457.5					
T	14.055820622	120.785406199	463.8					
T	14.055820621	120.785223014	468.2					
T	14.055871391	120.785039829	470.7					
T	14.055871390	120.784856644	474.8					
T	14.055871389	120.784673459	478.8					
T	14.055871387	120.784516444	482.3					
T	14.055896772	120.784411766	483.4					
T	14.055922157	120.784280919	485.0					
T	14.055922156	120.784150073	487.3					
T	14.055871383	120.783993058	488.0					
T	14.055769837	120.783809874	487.4					
T	14.055769836	120.783731366	486.2					
T	14.055719063	120.783574351	483.5					
T	14.055693676	120.783443505	481.0					
T	14.055668289	120.783364997	479.2					
T	14.055617516	120.783260321	475.7					
T	14.055592129	120.783207983	473.7					
T	14.055465198	120.783050970	466.4					
T	14.055414425	120.782972463	462.8					
T	14.055338266	120.782841618	456.7					
T	14.055262106	120.782710773	450.2					
T	14.055185947	120.782579928	443.4					
T	14.055109787	120.782449083	436.3					
T	14.055033628	120.782344408	430.2					
T	14.054957469	120.782239733	425.8					
T	14.054881310	120.782161227	424.1					
T	14.054779765	120.782030382	421.8					
T	14.054728992	120.782004215	422.0					
T	14.054627447	120.781899540	421.6					
T	14.054551288	120.781794865	421.2					
T	14.054475129	120.781716359	421.9					
T	14.054348197	120.781585515	423.7					
T	14.054221267	120.781507011	426.7					
T	14.054119722	120.781454675	429.9					
T	14.054018178	120.781402340	434.1					
T	14.053942020	120.781376173	437.4					
T	14.053815090	120.781323837	442.8					
T	14.053662775	120.781323842	450.2					
T	14.053510460	120.781323847	457.7					
T	14.053383532	120.781376190	464.4					
T	14.053281990	120.781402362	467.4					
T	14.053180447	120.781428534	468.2					
T	14.053028132	120.781428539	469.1					
T	14.052926590	120.781480880	470.6					
T	14.052799663	120.781559391	473.3					
T	14.052672736	120.781637902	476.4					
T	14.052545810	120.781742583	480.3					
T	14.052418883	120.781821093	480.5					
T	14.052342728	120.781899603	480.1					
T	14.052241187	120.782004282	479.6					
T	14.052139648	120.782161299	480.1					
T	14.052088881	120.782370652	483.2					
T	14.052088883	120.782475328	485.6					
T	14.052012728	120.782580006	486.3					
T	14.051987346	120.782737020	491.0					
T	14.051936577	120.782894035	495.3					
T	14.051911194	120.782998711	498.7					
T	14.051860425	120.783129556	502.8					
T	14.051860427	120.783286569	508.8					
T	14.051784273	120.783443584	512.7					
T	14.051758890	120.783600597	516.4					
T	14.051708121	120.783757611	520.2					
T	14.051657354	120.783993131	526.0					
T	14.051631971	120.784228649	530.1					
T	14.051555819	120.784542675	530.3					
T	14.051505050	120.784778194	530.6					
T	14.051505054	120.785118387	534.1					
T	14.051505057	120.785458579	536.6					
T	14.051479673	120.785694097	537.0					
T	14.051428904	120.786008121	533.0					
T	14.051428906	120.786322144	528.5					
T	14.051403521	120.786557662	523.9					
T	14.051403522	120.786819348	525.1					
T	14.051403523	120.787054865	529.5					
T	14.051403523	120.787238046	532.9					
T	14.051403523	120.787473563	537.2					
T	14.051454294	120.787656743	546.6					
T	14.051479679	120.787839924	555.1					
T	14.051530450	120.788075442	567.0					
T	14.051555835	120.788232454	574.5					
T	14.051657377	120.788441804	585.9					
T	14.051708147	120.788651154	590.3					
T	14.051835073	120.788939011	594.2					
T	14.051885843	120.789122193	596.9					
T	14.051936613	120.789305374	593.5					
T	14.052012768	120.789567063	586.3					
T	14.052063538	120.789724077	582.2					
T	14.052088922	120.789907260	578.0					
T	14.052139692	120.790038105	574.2					
T	14.052139690	120.790168949	569.5					
T	14.052165074	120.790325963	563.8					
T	14.052215844	120.790456809	558.9					
T	14.052241228	120.790639992	552.5					
T	14.052266612	120.790744669	548.8					
T	14.052317381	120.790927853	543.1					
T	14.052342765	120.791032530	540.3					
T	14.052418919	120.791241884	534.6					
T	14.052418918	120.791294222	533.1					
T	14.052495073	120.791477408	528.2					
T	14.052596614	120.791582087	524.8					
T	14.052672770	120.791686765	521.5					
T	14.052748926	120.791765275	518.6					
T	14.052875852	120.791922293	512.9					
T	14.052952008	120.792026972	509.2					
T	14.053078935	120.792131652	505.4					
T	14.053231248	120.792236334	501.5					
T	14.053358176	120.792314845	498.1					
T	14.053510489	120.792419527	490.6					
T	14.053662804	120.792471870	485.1					
T	14.053738960	120.792524211	482.1					
T	14.053916660	120.792628894	477.1					
T	14.054068974	120.792707408	473.6					
T	14.054170517	120.792759750	471.6					
T	14.054297446	120.792759754	470.0					
T	14.054475147	120.792812099	468.3					
T	14.054602076	120.792864442	467.6					
T	14.054754391	120.792890617	466.6					
T	14.054855935	120.792942960	466.7					
T	14.055033637	120.792942966	465.3					
T	14.055135181	120.792942970	464.3					
T	14.055262110	120.792969143	463.8					
T	14.055363655	120.792942977	462.2					
T	14.055515972	120.792890642	459.4					
T	14.055642903	120.792864477	457.5					
T	14.055744448	120.792838311	455.8					
T	14.055845992	120.792838314	454.7					
T	14.055947537	120.792785978	451.3					
T	14.056023696	120.792733641	448.7					
T	14.056150627	120.792655135	445.1					
T	14.056201400	120.792602797	443.5					
T	14.056252174	120.792471949	442.1					
T	14.056328333	120.792341102	444.3					
T	14.056429879	120.792236426	445.8					
T	14.056455266	120.792131747	448.0					
T	14.056506039	120.792027069	450.1					
T	14.056531425	120.791922391	452.5					
T	14.056531426	120.791843881	454.4					
T	14.056531427	120.791713031	457.5					
T	14.056353725	120.791529838	463.0					
T	14.056302954	120.791372818	467.2					
T	14.056176025	120.791111118	474.1					
T	14.056150640	120.790927929	478.7					
T	14.056150641	120.790770912	483.4					
T	14.056150642	120.790666233	487.5					
T	14.056176028	120.790587725	490.6					
T	14.056176029	120.790483047	494.7					
T	14.056176029	120.790352199	499.8					
T	14.056176030	120.790221352	504.9					
T	14.056176030	120.790064334	511.1					
T	14.056226803	120.789907318	518.5					
T	14.056252190	120.789697963	529.6					
T	14.056252190	120.789462438	542.2					
T	14.056252191	120.789200744	556.2					
T	14.056252191	120.788939050	553.5					
T	14.056252192	120.788729695	549.4					
T	14.056277577	120.788494171	545.2					
T	14.056328349	120.788284816	541.4					
T	14.056328349	120.788101631	534.8					
T	14.056353735	120.787918446	528.6					
T	14.056379121	120.787709091	521.5					
T	14.056379121	120.787525906	514.8					
T	14.056404506	120.787342721	507.7					
T	14.056455278	120.787133367	499.5					
T	14.056455277	120.786950181	491.7					
T	14.056506049	120.786740827	483.2					
T	14.056506048	120.786531472	474.6					
T	14.056506047	120.786322118	466.2					
T	14.056506046	120.786112763	457.8					
T	14.056506045	120.785929578	450.4					
T	14.056506044	120.785772562	446.6					
T	14.056506043	120.785615546	446.9					
T	14.056506042	120.785380022	447.3					
T	14.056506041	120.785249175	447.5					
T	14.056506040	120.785092159	447.8					
T	14.056480653	120.784961313	449.4					
T	14.056480652	120.784830466	450.9					
T	14.056480651	120.784699619	452.4					
T	14.056531422	120.784594941	451.4					
T	14.056607580	120.784516431	448.8					
T	14.056709124	120.784464090	444.5					
T	14.056810668	120.784437919	439.9					
T	14.056912212	120.784411748	435.3					
T	14.057013756	120.784385576	430.5					
T	14.057115300	120.784385575	425.7					
T	14.057267617	120.784437911	418.3					
T	14.057343776	120.784490248	414.7					
T	14.057445321	120.784568755	410.0					
T	14.057572253	120.784647262	407.8					
T	14.057648412	120.784751939	408.8					
T	14.057699185	120.784830446	409.9					
T	14.057775344	120.784908954	411.8					
T	14.057826117	120.785013632	414.2					
T	14.057876890	120.785092140	417.2					
T	14.057978436	120.785222986	422.1					
T	14.058029209	120.785353834	426.0					
T	14.058130755	120.785484681	430.2					
T	14.058206915	120.785615528	433.8					
T	14.058283075	120.785720206	436.5					
T	14.058333848	120.785798714	438.4					
T	14.058384620	120.785929562	444.2					
T	14.058384621	120.786034241	447.9					
T	14.058410008	120.786165089	453.3					
T	14.058410008	120.786295937	457.8					
T	14.058410009	120.786426786	462.4					
T	14.058384623	120.786505295	464.2					
T	14.058384623	120.786609974	467.8					
T	14.058359238	120.786740822	472.6					
T	14.058359238	120.786897840	480.4					
T	14.058384625	120.787081028	490.4					
T	14.058384625	120.787264215	499.6					
T	14.058359240	120.787421233	506.3					
T	14.058308468	120.787525912	509.9					
T	14.058257695	120.787761439	522.5					
T	14.058257696	120.787892287	530.2					
T	14.058206923	120.788049305	538.2					
T	14.058181537	120.788232492	548.4					
T	14.058130765	120.788363340	552.8					
T	14.058105379	120.788572698	550.4					
T	14.058029220	120.788703545	548.4					
T	14.058029220	120.788782054	547.9					
T	14.058003834	120.788886733	547.1					
T	14.057953061	120.789069920	546.2					
T	14.057902289	120.789148428	546.1					
T	14.057876903	120.789305446	539.7					
T	14.057851516	120.789436294	533.6					
T	14.057851516	120.789567143	527.5					
T	14.057826130	120.789671821	522.7					
T	14.057775357	120.789750330	519.1					
T	14.057749971	120.789855008	514.3					
T	14.057673812	120.789985855	508.3					
T	14.057673812	120.790090534	503.7					
T	14.057597653	120.790221382	498.3					
T	14.057546880	120.790299890	495.2					
T	14.057546880	120.790483078	487.5					
T	14.057521493	120.790587757	483.2					
T	14.057496107	120.790718605	477.9					
T	14.057419948	120.790849452	473.2					
T	14.057419947	120.791032641	467.2					
T	14.057394561	120.791137320	464.0					
T	14.057394560	120.791294339	458.9					
T	14.057394560	120.791425189	454.6					
T	14.057343787	120.791503697	452.7					
T	14.057318400	120.791634546	448.9					
T	14.057369172	120.791739228	445.7					
T	14.057470717	120.791817741	442.9					
T	14.057572262	120.791843915	441.3					
T	14.057699194	120.791896259	439.0					
T	14.057826126	120.791896264	437.7					
T	14.057953058	120.791922438	435.9					
T	14.058079990	120.791922443	434.5					
T	14.058206923	120.791870107	434.2					
T	14.058308469	120.791843941	433.6					
T	14.058410015	120.791817774	433.5					
T	14.058536948	120.791713098	435.0					
T	14.058638494	120.791660761	435.7					
T	14.058714654	120.791582253	438.1					
T	14.058790814	120.791503745	440.5					
T	14.058866974	120.791399067	443.7					
T	14.058943134	120.791320559	445.9					
T	14.059019294	120.791215880	449.0					
T	14.059070067	120.791111201	452.3					
T	14.059095454	120.790954181	457.4					
T	14.059120840	120.790849501	460.8					
T	14.059171614	120.790797162	462.6					
T	14.059247774	120.790640143	468.8					
T	14.059374707	120.790509296	473.4					
T	14.059476254	120.790430788	476.1					
T	14.059577801	120.790299940	481.7					
T	14.059628574	120.790221431	485.4					
T	14.059730121	120.790116753	490.2					
T	14.059780895	120.790012074	495.6					
T	14.059831668	120.789881224	502.6					
T	14.059907828	120.789776545	508.2					
T	14.059933214	120.789645694	515.7					
T	14.059983987	120.789436334	528.0					
T	14.060009373	120.789174633	543.4					
T	14.060060147	120.789096124	545.9					
T	14.060110921	120.788991444	549.5					
T	14.060187081	120.788886765	552.8					
T	14.060212468	120.788782084	556.9					
T	14.060288628	120.788651235	561.5					
T	14.060339402	120.788546555	565.5					
T	14.060390174	120.788415705	570.6					
T	14.060466335	120.788284855	572.8					
T	14.060542496	120.788154005	569.9					
T	14.060567882	120.788049324	567.9					
T	14.060567882	120.787944644	566.3					
T	14.060567881	120.787735282	563.2					
T	14.060567881	120.787630602	561.6					
T	14.060567880	120.787447410	557.9					
T	14.060593266	120.787316560	552.9					
T	14.060593266	120.787238049	550.3					
T	14.060593265	120.787054858	544.3					
T	14.060567878	120.786924008	540.6					
T	14.060517103	120.786714647	534.7					
T	14.060466329	120.786583796	531.8					
T	14.060415554	120.786426776	528.0					
T	14.060390167	120.786322096	525.0					
T	14.060364780	120.786191245	521.1					
T	14.060339393	120.786086565	517.7					
T	14.060288618	120.785981885	513.9					
T	14.060212457	120.785877206	509.4					
T	14.060136296	120.785772526	503.5					
T	14.060060135	120.785720187	499.5					
T	14.059983974	120.785667848	495.1					
T	14.059933200	120.785563168	487.4					
T	14.059857040	120.785484659	480.6					
T	14.059755493	120.785432321	474.7					
T	14.059679332	120.785379982	469.7					
T	14.059603172	120.785327643	465.0					
T	14.059476237	120.785222965	456.9					
T	14.059349304	120.785144457	450.4					
T	14.059247758	120.785092119	446.1					
T	14.059222371	120.785065949	444.5					
T	14.059044664	120.785013613	438.8					
T	14.058943118	120.784987444	435.6					
T	14.058841572	120.784935106	431.3					
T	14.058714639	120.784908939	427.6					
T	14.058613093	120.784908940	425.5					
T	14.058536934	120.784908942	423.9					
T	14.058435388	120.784908943	421.8					
T	14.058283070	120.784908946	418.9					
T	14.058156139	120.784908948	417.1					
T	14.058029207	120.784935120	416.0					
T	14.057876890	120.784987461	414.6					
T	14.057851504	120.785065970	416.1					
T	14.057749961	120.785406176	424.1					
T	14.057749962	120.785641703	430.8					
T	14.057724577	120.785929568	439.1					
T	14.057623034	120.786348281	451.4					
T	14.057521491	120.786714655	461.8					
T	14.057419948	120.787081028	476.4					
T	14.057343790	120.787395061	489.9					
T	14.057343790	120.787656756	502.4					
T	14.057343791	120.787944621	518.5					
T	14.057343791	120.788180146	531.7					
T	14.057369178	120.788389503	540.6					
T	14.057394564	120.788572690	542.4					
T	14.057419950	120.788782047	544.5					
T	14.057496109	120.789017574	546.3					
T	14.057546881	120.789200762	546.1					
T	14.057597654	120.789357781	538.4					
T	14.057673812	120.789540970	529.4					
T	14.057724585	120.789671819	523.0					
T	14.057826130	120.789802670	516.5					
T	14.057902289	120.789959690	508.9					
T	14.057953061	120.790064370	504.0					
T	14.058079993	120.790221393	496.6					
T	14.058206925	120.790352245	490.1					
T	14.058257698	120.790430756	486.2					
T	14.058384629	120.790561609	479.3					
T	14.058511562	120.790640123	474.8					
T	14.058587722	120.790692465	471.8					
T	14.058740041	120.790770979	467.0					
T	14.058841588	120.790797152	465.0					
T	14.058943134	120.790823325	463.1					
T	14.059070067	120.790823329	462.2					
T	14.059171614	120.790797162	462.6					
T	14.059247774	120.790718654	465.0					
T	14.059323934	120.790692486	465.1					
T	14.059450867	120.790692490	463.1					
T	14.059552414	120.790666322	462.8					
T	14.059679349	120.790666326	460.8					
T	14.059831670	120.790666331	458.4					
T	14.059958604	120.790666335	456.5					
T	14.060060152	120.790666338	455.0					
T	14.060161700	120.790692512	452.0					
T	14.060263248	120.790692515	450.6					
T	14.060339409	120.790692517	449.5					
T	14.060440957	120.790692520	448.1					
T	14.060593279	120.790692525	446.0					
T	14.060694828	120.790692529	444.5					
T	14.060796377	120.790692532	443.1					
T	14.060923312	120.790692536	441.2					
T	14.060999474	120.790692539	440.1					
T	14.061126411	120.790692543	438.1					
T	14.061227960	120.790640205	439.3					
T	14.061329509	120.790614038	439.2					
T	14.061456446	120.790587871	438.8					
T	14.061634157	120.790509365	440.7					
T	14.061735707	120.790457027	443.0					
T	14.061811869	120.790378517	447.0					
T	14.061913418	120.790273838	452.3					
T	14.062040356	120.790195329	455.8					
T	14.062167294	120.790090650	460.6					
T	14.062243457	120.790064482	461.5					
T	14.062294232	120.790064483	461.1					
T	14.062446559	120.790195342	453.5					
T	14.062624275	120.790273860	449.0					
T	14.062751214	120.790273864	448.8					
T	14.062852765	120.790195355	452.9					
T	14.062954316	120.790143017	455.7					
T	14.063005092	120.790038334	461.5					
T	14.063081255	120.789933653	466.2					
T	14.063157419	120.789855142	469.4					
T	14.063208194	120.789750459	473.4					
T	14.063208193	120.789645775	477.5					
T	14.063208192	120.789541092	481.5					
T	14.063258968	120.789410238	486.6					
T	14.063284355	120.789305555	490.6					
T	14.063335130	120.789200872	494.7					
T	14.063335129	120.789070018	492.2					
T	14.063360517	120.788939163	487.0					
T	14.063385903	120.788834480	482.7					
T	14.063385903	120.788755967	479.6					
T	14.063385902	120.788625113	474.3					
T	14.063385901	120.788468087	468.0					
T	14.063385900	120.788284891	461.2					
T	14.063385899	120.788154037	457.4					
T	14.063385898	120.787997011	452.9					
T	14.063385897	120.787866157	449.1					
T	14.063360510	120.787813815	448.1					
T	14.063335121	120.787656790	444.3					
T	14.063284344	120.787552106	443.1					
T	14.063284343	120.787421252	440.8					
T	14.063182790	120.787264227	442.3					
T	14.063157402	120.787159543	441.7					
T	14.063132013	120.787028690	440.8					
T	14.063106625	120.786950177	440.5					
T	14.063030460	120.786845494	441.3					
T	14.062979684	120.786740811	441.3					
T	14.062979683	120.786609958	440.5					
T	14.062954295	120.786505275	441.7					
T	14.062928907	120.786400592	442.9					
T	14.062878130	120.786269739	445.0					
T	14.062801967	120.786165057	447.5					
T	14.062751191	120.786086545	449.3					
T	14.062700415	120.785981863	451.1					
T	14.062573476	120.785851011	455.0					
T	14.062497312	120.785746329	456.9					
T	14.062395761	120.785693989	460.1					
T	14.062319598	120.785693990	462.6					
T	14.062192660	120.785667821	466.7					
T	14.062091110	120.785641652	469.9					
T	14.061964172	120.785589313	473.9					
T	14.061811847	120.785536974	478.5					
T	14.061761072	120.785536975	480.2					
T	14.061583360	120.785484636	484.8					
T	14.061405648	120.785458468	488.4					
T	14.061278712	120.785458470	491.1					
T	14.061151776	120.785458472	493.8					
T	14.061024840	120.785406133	494.9					
T	14.060948678	120.785406134	496.3					
T	14.060796356	120.785406136	497.8					
T	14.060669420	120.785406138	495.1					
T	14.060593259	120.785406139	493.5					
T	14.060440937	120.785406141	490.3					
T	14.060314003	120.785406143	487.6					
T	14.060187068	120.785432315	486.3					
T	14.060085521	120.785432316	484.2					
T	14.059983973	120.785432318	481.9					
T	14.059831653	120.785432320	477.1					
T	14.059704719	120.785432321	473.1					
T	14.059603172	120.785432323	469.8					
T	14.059476238	120.785432324	465.8					
T	14.059374692	120.785432326	462.6					
T	14.059298532	120.785458496	461.2					
T	14.059120826	120.785510838	457.3					
T	14.059019280	120.785589349	456.7					
T	14.058993894	120.785694029	459.2					
T	14.058993895	120.785772538	461.7					
T	14.059044668	120.785903387	467.8					
T	14.059070056	120.786060405	473.8					
T	14.059095443	120.786243594	480.7					
T	14.059146217	120.786400612	487.7					
T	14.059222377	120.786583801	497.3					
T	14.059247765	120.786793159	508.8					
T	14.059298539	120.787002518	523.3					
T	14.059349312	120.787159537	534.5					
T	14.059400085	120.787290387	543.7					
T	14.059425473	120.787421236	551.8					
T	14.059450860	120.787578256	558.8					
T	14.059552407	120.787761446	565.9					
T	14.059603181	120.787892296	569.7					
T	14.059653955	120.788023146	572.9					
T	14.059679342	120.788127826	574.9					
T	14.059780890	120.788258677	577.6					
T	14.059831664	120.788363358	577.3					
T	14.059882437	120.788546549	569.5					
T	14.059933211	120.788677400	564.1					
T	14.060009372	120.788808252	558.9					
T	14.060034759	120.788886762	555.2					
T	14.060085534	120.789043784	547.7					
T	14.060110921	120.789148465	542.8					
T	14.060136308	120.789305486	533.2					
T	14.060212470	120.789436339	523.9					
T	14.060237857	120.789567191	515.5					
T	14.060263245	120.789698042	507.0					
T	14.060288632	120.789828894	498.5					
T	14.060314019	120.789933576	491.5					
T	14.060364794	120.790012088	485.6					
