type	latitude	longitude	altitude (m)	color	opacity	name	desc	kml_folder
T	14.047265508	120.793518527	524.1					
T	14.047367052	120.793544697	523.7					
T	14.047468598	120.793544698	523.7					
T	14.047570145	120.793492360	525.1					
T	14.047722466	120.793413854	527.9					
T	14.047798628	120.793335347	530.2					
T	14.047950949	120.793230672	535.2					
T	14.048103274	120.793021321	544.5					
T	14.048204825	120.792838138	552.7					
T	14.048230216	120.792707292	558.0					
T	14.048280993	120.792550279	564.9					
T	14.048357157	120.792367096	572.2					
T	14.048458716	120.791869887	589.4					
T	14.048560268	120.791555862	600.4					
T	14.048636435	120.791189499	609.9					
T	14.048661829	120.790849305	617.9					
T	14.048712608	120.790509112	615.9					
T	14.048814159	120.790090415	612.1					
T	14.048864935	120.789776391	598.6					
T	14.048915710	120.789540875	585.2					
T	14.048941099	120.789331526	573.1					
T	14.048966488	120.789069841	558.9					
T	14.048966490	120.788860493	549.0					
T	14.048966492	120.788651145	539.1					
T	14.048966493	120.788441797	529.3					
T	14.048966495	120.788232450	520.4					
T	14.048966496	120.787970765	510.6					
T	14.048966497	120.787735249	501.9					
T	14.048966497	120.787525902	494.0					
T	14.048966497	120.787316555	486.5					
T	14.048941112	120.787081039	478.7					
T	14.048941111	120.786871692	471.2					
T	14.048890339	120.786662345	464.9					
T	14.048890339	120.786505335	460.6					
T	14.048839566	120.786348325	457.2					
T	14.048788794	120.786191315	453.3					
T	14.048687248	120.785772621	441.9					
T	14.048661861	120.785641779	439.1					
T	14.048661859	120.785510937	436.4					
T	14.048560314	120.785327759	431.2					
T	14.048560312	120.785170749	427.3					
T	14.048509539	120.785013739	422.4					
T	14.048458765	120.784830560	418.4					
T	14.048407990	120.784647382	414.7					
T	14.048382602	120.784516540	412.2					
T	14.048357214	120.784385698	409.7					
T	14.048306438	120.784150182	405.7					
T	14.048281050	120.784019340	404.2					
T	14.048204888	120.783809993	401.6					
T	14.048128726	120.783626815	399.1					
T	14.048103336	120.783417467	396.6					
T	14.048103327	120.783051107	392.1					
T	14.048077935	120.782841759	389.6					
T	14.048154089	120.782684746	386.8					
T	14.048179472	120.782553903	384.6					
T	14.048179463	120.782239878	378.7					
T	14.048179459	120.782109035	376.2					
T	14.048179451	120.781847348	371.1					
T	14.048179447	120.781742672	369.1					
T	14.048204825	120.781507153	365.6					
T	14.048230208	120.781402477	363.8					
T	14.048280975	120.781271632	360.9					
T	14.048306351	120.780983774	358.0					
T	14.048357116	120.780800590	356.0					
T	14.048433269	120.780669743	355.5					
T	14.048484040	120.780617404	355.2					
T	14.048610966	120.780512726	354.6					
T	14.048687123	120.780486555	354.4					
T	14.048814051	120.780434215	353.9					
T	14.048940979	120.780381874	353.1					
T	14.049042523	120.780381872	353.1					
T	14.049169457	120.780460376	355.2					
T	14.049321776	120.780565049	365.4					
T	14.049372550	120.780617387	369.3					
T	14.049499485	120.780774398	380.0					
T	14.049524873	120.780826736	382.7					
T	14.049575650	120.780957580	388.3					
T	14.049601039	120.781062256	392.0					
T	14.049601043	120.781193101	394.9					
T	14.049626432	120.781297776	398.7					
T	14.049626439	120.781507128	403.4					
T	14.049626442	120.781611803	405.7					
T	14.049626446	120.781742648	408.5					
T	14.049550295	120.781952000	408.8					
T	14.049499529	120.782187520	411.4					
T	14.049397994	120.782475379	413.4					
T	14.049271072	120.782763237	414.3					
T	14.049118765	120.783129600	416.9					
T	14.048941083	120.784045502	419.9					
T	14.048864934	120.784516535	423.5					
T	14.048763396	120.784935231	426.9					
T	14.048661858	120.785406264	434.1					
T	14.048585705	120.785824958	443.2					
T	14.048509550	120.786191316	456.3					
T	14.048458780	120.786531505	469.3					
T	14.048458781	120.786819357	479.6					
T	14.048433395	120.787264219	495.7					
T	14.048433395	120.787473566	503.0					
T	14.048433394	120.787630576	508.0					
T	14.048433394	120.787761418	512.1					
T	14.048433393	120.787996934	519.4					
T	14.048433392	120.788153944	524.3					
T	14.048458777	120.788284786	528.1					
T	14.048484162	120.788415628	533.1					
T	14.048509547	120.788546471	538.7					
T	14.048509546	120.788677313	544.6					
T	14.048560316	120.788860492	552.5					
T	14.048585700	120.789017503	559.4					
T	14.048611085	120.789148346	565.2					
T	14.048763396	120.789514705	584.0					
T	14.048839551	120.789671717	592.6					
T	14.048890321	120.789776392	598.6					
T	14.048966477	120.789881066	604.9					
T	14.049017247	120.789985741	611.3					
T	14.049118786	120.790247428	617.8					
T	14.049169556	120.790378272	621.0					
T	14.049245709	120.790613791	622.2					
T	14.049372634	120.790875479	618.3					
T	14.049448790	120.790953986	612.5					
T	14.049550330	120.791111001	604.5					
T	14.049626485	120.791241845	598.9					
T	14.049728024	120.791425029	592.1					
T	14.049753408	120.791529705	590.0					
T	14.049854947	120.791686719	584.5					
T	14.049880330	120.791817565	580.3					
T	14.049981871	120.791948411	574.4					
T	14.050058026	120.792053088	569.1					
T	14.050184949	120.792288612	559.3					
T	14.050261105	120.792367121	555.1					
T	14.050413416	120.792524139	547.0					
T	14.050438801	120.792576477	544.9					
T	14.050591114	120.792654987	537.8					
T	14.050667273	120.792602651	536.4					
T	14.050616509	120.792288619	542.5					
T	14.050591128	120.792079266	545.5					
T	14.050514977	120.791765236	552.3					
T	14.050514984	120.791451207	556.0					
T	14.050514993	120.791006335	561.2					
T	14.050515002	120.790456789	570.4					
T	14.050515009	120.789985751	578.9					
T	14.050540399	120.789593221	570.7					
T	14.050540404	120.789122185	560.4					
T	14.050565795	120.788337126	532.2					
T	14.050565796	120.788049272	521.6					
T	14.050565797	120.787813755	512.9					
T	14.050565797	120.787421226	499.9					
T	14.050565797	120.787211878	496.4					
T	14.050515026	120.787002530	491.1					
T	14.050464254	120.786819351	486.0					
T	14.050438868	120.786636171	482.7					
T	14.050388096	120.786479160	482.4					
T	14.050388095	120.786295981	484.4					
T	14.050388094	120.786138970	486.1					
T	14.050362707	120.785824947	488.3					
T	14.050337319	120.785615600	485.5					
T	14.050337318	120.785432420	484.0					
T	14.050337316	120.785249240	482.4					
T	14.050337314	120.785118397	481.3					
T	14.050337312	120.784909049	479.3					
T	14.050337310	120.784752038	477.5					
T	14.050362695	120.784647363	477.2					
T	14.050388078	120.784516520	476.7					
T	14.050388076	120.784333340	474.7					
T	14.050413459	120.784150159	473.8					
T	14.050489612	120.783914640	476.1					
T	14.050591149	120.783574446	479.0					
T	14.050641918	120.783443602	480.6					
T	14.050692686	120.783286589	480.8					
T	14.050718069	120.783129576	476.9					
T	14.050819611	120.783077237	478.9					
T	14.050946539	120.783077235	481.9					
T	14.051073468	120.783077232	484.6					
T	14.051098854	120.783129570	487.1					
T	14.051251171	120.783286580	496.7					
T	14.051327331	120.783417422	501.9					
T	14.051378105	120.783574435	506.2					
T	14.051505041	120.784045470	520.6					
T	14.051555816	120.784307157	527.4					
T	14.051631976	120.784568843	534.5					
T	14.051682750	120.784830529	539.6					
T	14.051733525	120.785144553	542.3					
T	14.052088930	120.786086623	545.0					
T	14.052139703	120.786374478	546.4					
T	14.052190475	120.786688502	549.6					
T	14.052215862	120.786950189	556.7					
T	14.052215862	120.787211876	563.1					
T	14.052215862	120.787473563	569.5					
T	14.052241248	120.787735250	572.9					
T	14.052342789	120.788258625	576.5					
T	14.052342788	120.788467976	578.7					
T	14.052342788	120.788624988	581.0					
T	14.052342787	120.788782001	583.3					
T	14.052342786	120.789017521	586.8					
T	14.052342785	120.789096027	588.0					
T	14.052342784	120.789279209	587.0					
T	14.052368168	120.789410053	584.3					
T	14.052393554	120.789462392	583.0					
T	14.052469709	120.789671743	578.5					
T	14.052495094	120.789724082	577.4					
T	14.052596635	120.789881096	573.5					
T	14.052698177	120.790011942	569.8					
T	14.052825103	120.790195127	561.8					
T	14.052901260	120.790221297	559.8					
T	14.053028188	120.790273637	556.1					
T	14.053155117	120.790221301	556.0					
T	14.053180504	120.790142794	558.3					
T	14.053205890	120.790038118	561.5					
T	14.053205892	120.789854934	565.4					
T	14.053205894	120.789619413	569.5					
T	14.053256667	120.789383893	573.1					
T	14.053307439	120.789122204	574.7					
T	14.053332827	120.788598825	555.6					
T	14.053307443	120.788180123	547.3					
T	14.053307443	120.787866096	548.1					
T	14.053256672	120.787656745	550.5					
T	14.053256672	120.787447395	551.1					
T	14.053256672	120.787238044	551.7					
T	14.053256672	120.787002524	552.4					
T	14.053256671	120.786740836	553.2					
T	14.053282056	120.786505317	549.3					
T	14.053332825	120.786008108	536.4					
T	14.053383595	120.785824926	531.7					
T	14.053383593	120.785615575	525.3					
T	14.053408978	120.785432393	519.8					
T	14.053434362	120.785275380	515.3					
T	14.053510518	120.785118366	511.3					
T	14.053612059	120.784987520	508.7					
T	14.053713601	120.784961350	509.0					
T	14.053815144	120.784961348	510.0					
T	14.053942073	120.784961347	511.4					
T	14.054043616	120.785066021	515.1					
T	14.054119774	120.785196865	518.4					
T	14.054195933	120.785353878	521.0					
T	14.054297477	120.785563229	520.8					
T	14.054627495	120.786269790	507.1					
T	14.054754425	120.786688494	501.9					
T	14.054957512	120.787185705	497.1					
T	14.055135214	120.787970779	514.0					
T	14.055262142	120.788415655	529.3					
T	14.055338299	120.788729686	541.7					
T	14.055414456	120.788991379	551.3					
T	14.055439842	120.789253072	554.2					
T	14.055515998	120.789567105	541.4					
T	14.055592154	120.790038154	520.2					
T	14.055642925	120.790195172	512.2					
T	14.055642924	120.790352188	505.8					
T	14.055668309	120.790535375	497.6					
T	14.055719080	120.790640054	491.9					
T	14.055769851	120.790718564	487.3					
T	14.055871394	120.791006431	477.0					
T	14.055871395	120.790797075	482.4					
T	14.055871396	120.790613888	489.7					
T	14.055846011	120.790404531	498.0					
T	14.055668312	120.789933478	522.3					
T	14.055617541	120.789750292	531.7					
T	14.055566770	120.789410089	546.9					
T	14.055592156	120.789383921	547.7					
T	14.055769857	120.789488600	540.7					
T	14.055922172	120.789619449	533.3					
T	14.056125259	120.789776469	525.4					
T	14.056480663	120.790038171	511.7					
T	14.056709137	120.790169023	506.2					
T	14.056912225	120.790326045	498.7					
T	14.057267631	120.790587750	485.3					
T	14.057419948	120.790692434	479.6					
T	14.057623038	120.790744778	475.9					
T	14.057623039	120.790587759	482.6					
T	14.057394564	120.789750322	520.9					
T	14.057140703	120.788520348	545.4					
T	14.056988386	120.787866110	523.5					
T	14.056734524	120.787159536	500.7					
T	14.056480662	120.786662319	479.7					
T	14.056328345	120.786217442	462.4					
T	14.056150641	120.785851073	450.5					
T	14.056049096	120.785641720	454.2					
T	14.055972939	120.785563213	456.9					
T	14.056049097	120.785694058	453.3					
T	14.056302958	120.786060426	456.8					
T	14.056607591	120.786426795	470.5					
T	14.057242245	120.787368892	492.4					
T	14.057597653	120.787944622	517.1					
T	14.057953061	120.788625035	547.8					
T	14.058486175	120.789750344	516.1					
T	14.058892360	120.790430773	481.8					
T	14.059070067	120.790587798	473.2					
T	14.059044680	120.790483117	478.3					
T	14.058943133	120.790299924	487.6					
T	14.058740041	120.789985878	503.7					
T	14.058486175	120.789619494	521.9					
T	14.058232311	120.789200773	542.9					
T	14.057800743	120.788494185	545.5					
T	14.057419949	120.787813774	509.1					
T	14.057039156	120.787133367	490.1					
T	14.056836066	120.786636148	475.5					
T	14.056658363	120.786322117	466.1					
T	14.056429888	120.786034256	455.1					
T	14.056353729	120.785955748	452.6					
T	14.056379116	120.786034256	455.4					
T	14.056683750	120.786531472	474.8					
T	14.056988384	120.787081028	489.6					
T	14.057470721	120.787630587	496.8					
T	14.058359243	120.788625040	553.4					
T	14.058790813	120.789096102	541.0					
T	14.059146225	120.789462488	522.1					
T	14.059730121	120.789933562	500.1					
T	14.059958602	120.790064418	491.5					
T	14.060110924	120.790142933	484.2					
T	14.060415568	120.790195282	474.7					
T	14.060491729	120.790116773	477.2					
T	14.060339406	120.789698044	505.3					
T	14.060161694	120.788991445	548.7					
T	14.059755502	120.788023147	574.3					
T	14.059476246	120.787499746	557.8					
T	14.059171606	120.787081028	522.1					
T	14.058943125	120.786714651	492.0					
T	14.058790806	120.786426784	475.9					
T	14.058638486	120.786217427	463.4					
T	14.058740032	120.786322105	470.6					
T	14.058866965	120.786452953	479.5					
T	14.059196991	120.786819329	507.7					
T	14.059425471	120.787028688	530.7					
T	14.059755500	120.787316558	559.1					
T	14.060237851	120.787787620	571.6					
T	14.060415560	120.787996983	570.0					
T	14.060644044	120.788232516	569.6					
T	14.060974077	120.788546563	550.5					
T	14.061126401	120.788703588	536.8					
T	14.061151789	120.788703588	535.6					
T	14.061075627	120.788625076	541.9					
T	14.060847142	120.788389540	565.4					
T	14.060644044	120.788180176	568.7					
T	14.060415560	120.787944642	569.4					
T	14.060161690	120.787709110	572.8					
T	14.059450858	120.786897839	524.9					
T	14.059222378	120.786688480	501.4					
T	14.059019284	120.786505292	486.6					
T	14.058968511	120.786400613	481.3					
T	14.059120830	120.786505292	490.2					
T	14.059323924	120.786609970	503.7					
T	14.059476244	120.786714649	516.6					
T	14.059831659	120.786976348	547.2					
T	14.060034753	120.787107198	559.6					
T	14.060237849	120.787238049	559.5					
T	14.060415558	120.787395070	560.4					
T	14.060618654	120.787552091	559.0					
T	14.060948687	120.787787625	551.2					
T	14.061101011	120.787892307	543.8					
T	14.061253335	120.787996990	535.6					
T	14.061354884	120.788049332	529.5					
T	14.061557983	120.788127845	516.5					
T	14.061659533	120.788154016	509.7					
T	14.061710307	120.788154017	507.4					
T	14.061888019	120.788154019	500.1					
T	14.061989569	120.788180191	495.9					
T	14.062294221	120.788258706	483.8					
T	14.062421159	120.788284878	478.8					
T	14.062548098	120.788311051	475.1					
T	14.062598874	120.788284880	474.0					
T	14.062522710	120.788206368	474.7					
T	14.062421158	120.788101684	477.6					
T	14.062319607	120.787944659	481.1					
T	14.062218056	120.787787635	484.8					
T	14.062065729	120.787447417	489.8					
T	14.062065728	120.787342735	487.7					
T	14.062167279	120.787421247	484.4					
T	14.062268830	120.787525929	481.2					
T	14.062421156	120.787656783	474.8					
T	14.062598871	120.787839979	469.7					
T	14.063030467	120.788284886	466.7					
T	14.063335126	120.788625112	474.5					
T	14.063360514	120.788572771	472.3					
T	14.063233573	120.788415743	467.7					
T	14.063132020	120.788311058	465.6					
T	14.063005079	120.788127861	464.1					
T	14.062928914	120.788049348	464.3					
T	14.062827362	120.787866152	463.8					
T	14.062751198	120.787787639	464.8					
T	14.062649646	120.787578273	465.5					
T	14.062573482	120.787447419	466.4					
T	14.062471930	120.787368907	468.8					
T	14.062370380	120.787238054	471.1					
T	14.062319604	120.787211883	473.1					
T	14.062192665	120.787054859	476.0					
T	14.062014951	120.786819325	479.7					
T	14.061913400	120.786714643	482.4					
T	14.061837239	120.786714643	486.0					
T	14.061938789	120.786897836	484.9					
T	14.062040340	120.787054859	483.2					
T	14.062091115	120.787211882	483.9					
T	14.062294218	120.787552100	480.1					
T	14.062421157	120.787761466	475.5					
T	14.062471933	120.787892319	474.1					
T	14.062522709	120.788023173	473.2					
T	14.062624261	120.788206369	472.8					
T	14.062725814	120.788520419	477.6					
T	14.062776591	120.788651273	480.7					
T	14.062700427	120.788598930	480.0					
T	14.062395772	120.788389560	481.3					
T	14.062141895	120.788258704	489.9					
T	14.061608756	120.787866141	513.0					
T	14.061253333	120.787682946	532.6					
T	14.060694815	120.787290390	549.4					
T	14.060390170	120.787107198	551.0					
T	14.060212461	120.786976348	550.4					
T	14.059983979	120.786845498	549.3					
T	14.059603177	120.786609969	518.9					
T	14.059400083	120.786479121	503.1					
T	14.059273150	120.786531461	498.3					
T	14.059400083	120.786688480	511.1					
T	14.059679338	120.787028688	542.5					
T	14.060060142	120.787499749	574.3					
T	14.060212464	120.787761450	571.9					
T	14.060364786	120.787970812	570.7					
T	14.060517109	120.788232515	571.4					
T	14.060644045	120.788441878	566.2					
T	14.060923304	120.788886777	539.0					
T	14.061024854	120.789043801	529.5					
T	14.061024854	120.789122312	526.7					
T	14.060770982	120.788860604	544.7					
T	14.060187079	120.788232511	576.0					
T	14.059780888	120.787839957	572.5					
T	14.059349313	120.787290387	541.7					
T	14.058917739	120.786688481	489.6					
T	14.057648416	120.785353839	421.3					
T	14.056734509	120.784385582	443.9					
T	14.056226784	120.783836034	473.0					
T	14.056049081	120.783652852	478.9					
T	14.055947537	120.783679024	482.1					
T	14.055972925	120.783836039	482.4					
T	14.056023699	120.784097732	481.8					
T	14.056506039	120.784961312	448.4					
T	14.056886833	120.785563203	439.3					
T	14.057242241	120.786138928	448.5					
T	14.058029217	120.787368893	495.6					
T	14.058790812	120.788546536	560.8					
T	14.059247771	120.789122280	537.2					
T	14.059679346	120.789671859	513.9					
T	14.060110924	120.790273784	476.7					
T	14.060314021	120.790509324	459.8					
T	14.060288634	120.790483152	461.7					
T	14.060212473	120.790404639	467.3					
T	14.060085538	120.790326124	474.2					
T	14.059983990	120.790221441	482.1					
T	14.059831669	120.790090585	490.9					
T	14.059450865	120.789645684	514.9					
T	14.059146225	120.789305468	528.6					
T	14.058790813	120.788939083	546.7					
T	14.058308470	120.788441851	555.7					
T	14.057851515	120.787918454	521.8					
T	14.057115314	120.787107197	486.7					
T	14.056836067	120.786819334	483.2					
T	14.056658364	120.786662318	480.8					
T	14.056379118	120.786531473	474.2					
T	14.056506048	120.786662319	479.9					
T	14.056962998	120.787133367	492.5					
T	14.057242246	120.787447400	495.3					
T	14.057953060	120.788153982	538.2					
T	14.058232310	120.788468020	553.8					
T	14.058663880	120.788886742	548.6					
T	14.058841586	120.789096103	540.6					
T	14.059019292	120.789253126	532.2					
T	14.059171612	120.789410148	524.1					
T	14.059374706	120.789619512	516.0					
T	14.059247772	120.789488660	521.3					
T	14.059095452	120.789357807	527.0					
T	14.058866973	120.789148443	538.3					
T	14.058562334	120.788782061	551.4					
T	14.058029219	120.788232491	544.7					
T	14.056785294	120.786740826	481.2					
T	14.056074484	120.785929581	453.8					
T	14.055363675	120.785144512	489.2					
T	14.054754411	120.784490293	503.5					
T	14.054094375	120.783836077	475.8					
T	14.053891286	120.783626728	470.9					
T	14.053865901	120.783626728	471.2					
T	14.053891288	120.783757573	474.7					
T	14.054322851	120.784202440	492.0					
T	14.054729026	120.784621139	505.1					
T	14.055541378	120.785537048	472.1					
T	14.055947555	120.786086598	459.4					
T	14.056328346	120.786714658	480.9					
T	14.056683752	120.787342721	510.4					
T	14.057419950	120.788468012	540.8					
T	14.057673812	120.788886728	545.5					
T	14.057902289	120.789253107	542.0					
T	14.058206925	120.789724168	519.0					
T	14.058257698	120.789724169	518.8					
T	14.058130766	120.789645657	522.9					
T	14.058003834	120.789488636	530.6					
T	14.056582209	120.787787600	527.7					
T	14.055414454	120.786374462	478.8					
T	14.054272087	120.784987512	513.8					
T	14.053865911	120.784542644	497.9					
T	14.053561280	120.784254790	487.6					
T	14.053307422	120.784097780	484.5					
T	14.053078949	120.783993109	494.6					
T	14.053256654	120.784359471	492.6					
T	14.053561286	120.784804338	503.0					
T	14.054145162	120.785510893	524.7					
T	14.054754424	120.786374465	501.2					
T	14.055084441	120.787002522	493.6					
T	14.055922175	120.788363321	535.6					
T	14.056302963	120.789043728	555.9					
T	14.056632980	120.789567122	537.4					
T	14.056937612	120.789959671	513.5					
T	14.057293018	120.790352223	494.8					
T	14.057293018	120.790378393	493.7					
T	14.057166087	120.790247542	500.0					
T	14.057039156	120.790195199	503.0					
T	14.056937612	120.790090519	507.8					
T	14.056785295	120.790012007	511.8					
T	14.056429892	120.789724136	528.4					
T	14.055820630	120.789122230	554.8					
T	14.054627498	120.787944607	517.1					
T	14.053967470	120.787238044	524.8					
T	14.053307441	120.786452979	547.8					
T	14.052748955	120.785851100	539.4					
T	14.052266624	120.785301560	539.3					
T	14.051733521	120.784778191	538.5					
T	14.051733521	120.784830529	539.2					
T	14.051784294	120.784909034	539.8					
T	14.052215854	120.785406235	540.5					
T	14.053028199	120.786400642	548.7					
T	14.053434371	120.786976355	547.6					
T	14.053738999	120.787499733	530.5					
T	14.054525954	120.788782017	548.3					
T	14.054805196	120.789253064	559.3					
T	14.055059053	120.789593268	548.7					
T	14.055338295	120.789933473	532.3					
T	14.055363681	120.789933473	531.5					
T	14.055287524	120.789854964	536.3					
T	14.055185981	120.789724116	542.7					
T	14.055033667	120.789540929	550.4					
T	14.054729039	120.789226894	560.8					
T	14.053967470	120.788153957	533.4					
T	14.053510528	120.787395057	541.3					
T	14.053002815	120.786662331	554.9					
T	14.052114310	120.785275393	540.2					
T	14.051657362	120.784621180	536.5					
T	14.051200413	120.784071643	507.3					
T	14.050845008	120.783705286	489.8					
T	14.050489602	120.783338929	474.0					
T	14.050388059	120.783338931	469.9					
T	14.050514991	120.783522110	475.7					
T	14.050718080	120.783731457	484.7					
T	14.051022712	120.783993139	498.6					
T	14.051352731	120.784359497	518.0					
T	14.052368167	120.785380065	539.2					
T	14.052774340	120.785851100	539.1					
T	14.053662841	120.786740835	542.3					
T	14.054043627	120.787133368	523.6					
T	14.054627498	120.787787593	512.8					
T	14.054906742	120.788023116	515.4					
T	14.055084442	120.788180131	519.5					
T	14.055287528	120.788310978	525.8					
T	14.055439843	120.788337149	528.4					
T	14.055338300	120.788232471	524.0					
T	14.055059056	120.787761425	507.1					
T	14.054475183	120.786819339	513.0					
T	14.054043623	120.786112779	531.3					
T	14.053535905	120.785275379	516.0					
T	14.053155114	120.784594992	502.8					
T	14.052825093	120.784019281	507.4					
T	14.052520460	120.783600584	517.9					
T	14.052723550	120.783940776	511.6					
T	14.052850480	120.784123957	507.3					
T	14.053332816	120.784909016	503.6					
T	14.053688220	120.785432390	521.1					
T	14.054018237	120.786008104	531.4					
T	14.054855970	120.787395058	500.8					
T	14.055236757	120.788023117	516.6					
T	14.055846016	120.788939045	549.8					
T	14.055998331	120.789200740	555.0					
T	14.056099875	120.789357758	547.3					
T	14.056150646	120.789410098	544.7					
T	14.056023717	120.789305418	549.7					
T	14.055846016	120.789122231	554.8					
T	14.055363685	120.788625009	538.0					
T	14.055033670	120.788258639	521.2					
T	14.053942084	120.787002523	529.5					
T	14.053282055	120.786269797	543.5					
T	14.052520481	120.785432401	538.2					
T	14.051149641	120.783993138	504.1					
T	14.050692689	120.783443601	482.7					
T	14.050083420	120.782894068	449.3					
T	14.049931104	120.782815564	442.5					
T	14.049905721	120.782920239	443.3					
T	14.049981882	120.783103419	449.4					
T	14.050184975	120.783443609	461.9					
T	14.051403511	120.785092219	528.5					
T	14.052063544	120.786008117	544.8					
T	14.052571260	120.786897851	563.0					
T	14.053764383	120.788755842	556.3					
T	14.054246708	120.789593257	555.1					
T	14.054576719	120.790168984	535.2					
T	14.054957502	120.790797055	506.1					
T	14.055059045	120.790823226	502.8					
T	14.054957503	120.790640039	513.0					
T	14.054754418	120.790378341	525.7					
T	14.053840538	120.789174547	571.5					
T	14.053332828	120.788520318	552.7					
T	14.052825117	120.787787589	566.2					
T	14.051733531	120.785903444	545.7					
T	14.050489613	120.783993147	476.4					
T	14.049474156	120.782684727	421.1					
T	14.048915652	120.782109024	386.7					
T	14.048534853	120.781795005	369.0					
T	14.048357150	120.781768838	364.0					
T	14.048636410	120.782239872	382.8					
T	14.049448791	120.783600631	434.5					
T	14.050007293	120.784516524	462.3					
T	14.050921193	120.786086629	508.1					
T	14.052139705	120.788153950	576.4					
T	14.052698184	120.789043692	581.3					
T	14.053383589	120.790168966	554.0					
T	14.053662829	120.790456830	537.8					
T	14.053383589	120.790168966	554.0					
T	14.053180505	120.789933441	564.4					
T	14.052850494	120.789593241	574.7					
T	14.052139703	120.788598818	583.4					
T	14.051149667	120.787081034	518.0					
T	14.050540408	120.786165137	491.7					
T	14.049931145	120.785249244	467.9					
T	14.048560285	120.783522136	405.8					
T	14.047849461	120.782841762	391.5					
T	14.047341723	120.782292227	404.5					
T	14.046833981	120.781768859	426.6					
T	14.046732436	120.781768860	431.2					
T	14.046833987	120.781925872	427.9					
T	14.047189407	120.782318397	412.6					
T	14.048204883	120.783574477	398.9					
T	14.049626518	120.785406257	457.1					
T	14.050718111	120.787054867	498.8					
T	14.051175052	120.787813755	538.9					
T	14.051530449	120.788389466	578.6					
T	14.052292013	120.789279208	587.9					
T	14.052850493	120.789828761	570.8					
T	14.053053577	120.789985778	565.3					
T	14.053180504	120.790090456	560.1					
T	14.053282046	120.790142795	556.8					
T	14.053078963	120.789959609	565.4					
T	14.052596639	120.789488562	579.7					
T	14.052088930	120.788939012	589.9					
T	14.051708148	120.788546479	588.1					
T	14.051251208	120.788049273	552.1					
T	14.050007311	120.786505330	467.8					
T	14.048763390	120.784490368	420.8					
T	14.048204881	120.783469803	397.8					
T	14.047544816	120.782396899	395.2					
T	14.046580081	120.780826785	431.8					
T	14.045996156	120.780067892	452.7					
T	14.045843837	120.780067894	457.3					
T	14.046300818	120.780565100	443.7					
T	14.046783188	120.781219316	425.2					
T	14.047570195	120.782187549	394.4					
T	14.049017242	120.784124007	422.2					
T	14.050261166	120.786060465	482.0					
T	14.050971967	120.787133372	510.3					
T	14.052215857	120.789148364	591.2					
T	14.053231268	120.790823191	534.1					
T	14.053637431	120.791555939	510.0					
T	14.053408961	120.791398918	520.7					
T	14.053028180	120.791032541	533.1					
T	14.052748941	120.790718507	545.6					
T	14.052418931	120.790378305	561.0					
T	14.051479671	120.789357709	591.5					
T	14.050337325	120.788127777	515.8					
T	14.049778841	120.787552070	487.7					
T	14.048712638	120.786452999	462.2					
T	14.047722579	120.785380102	441.3					
T	14.047214853	120.784935243	424.9					
T	14.046960989	120.784778235	418.8					
T	14.046859445	120.784804404	418.5					
T	14.046986378	120.784961413	423.0					
T	14.047671810	120.785615617	451.4					
T	14.048814182	120.786740851	469.2					
T	14.049702684	120.787787586	495.8					
T	14.050185009	120.788389462	518.7					
T	14.050591176	120.789043679	559.4					
T	14.051175035	120.790116601	572.7					
T	14.051479656	120.790639982	553.7					
T	14.051581198	120.790744659	549.1					
T	14.051301959	120.790430629	561.9					
T	14.050540399	120.789593221	570.7					
T	14.049601138	120.788310956	514.5					
T	14.049068040	120.787473565	490.1					
T	14.048357235	120.786348327	464.1					
T	14.047214840	120.784150192	404.3					
T	14.046377051	120.782449249	455.4					
T	14.045996234	120.781873543	468.0					
T	14.045640807	120.781454847	467.5					
T	14.045463094	120.781297836	463.0					
T	14.045310772	120.781245500	460.2					
T	14.045310776	120.781350175	460.5					
T	14.045412329	120.781507186	463.1					
T	14.046072416	120.782527757	470.0					
T	14.046554781	120.783365145	428.4					
T	14.046986368	120.784307204	408.6					
T	14.047976447	120.786426834	474.5					
T	14.049169578	120.788677314	538.5					
T	14.049778825	120.789776396	580.9					
T	14.050844996	120.791608226	537.8					
T	14.051276539	120.792367138	520.7					
T	14.051657313	120.792942872	502.5					
T	14.051758855	120.792969043	500.2					
T	14.051733472	120.792864365	501.9					
T	14.051454236	120.792497988	513.7					
T	14.051048075	120.791948427	530.7					
T	14.050108823	120.790849318	578.7					
T	14.049093413	120.789383864	575.6					
T	14.048027220	120.787552072	508.7					
T	14.047214865	120.786086649	467.2					
T	14.046529429	120.785118426	425.4					
T	14.046351722	120.784909081	423.6					
T	14.046148631	120.784856745	427.2					
T	14.046377111	120.785092259	425.8					
T	14.046732523	120.785458613	438.0					
T	14.047138705	120.785851135	458.9					
T	14.048255694	120.787054873	491.4					
T	14.049220352	120.788258618	518.3					
T	14.049651905	120.788912832	539.4					
T	14.050032686	120.789488543	559.6					
T	14.050768856	120.790639974	558.7					
T	14.050946550	120.791006341	547.0					
T	14.051149631	120.791294202	538.9					
T	14.051301943	120.791451219	533.1					
T	14.051200402	120.791346541	537.0					
T	14.051073476	120.791215694	541.5					
T	14.050819623	120.790927832	550.0					
T	14.050616542	120.790613803	564.2					
T	14.049550359	120.789253023	557.7					
T	14.048306465	120.787290388	498.9					
T	14.047671814	120.786086647	468.7					
T	14.046402475	120.783862347	426.1					
T	14.045869339	120.782972624	472.2					
