14.10081514,120.8132298,405.5
14.10081084,120.8124029,401.5
14.10080545,120.8113693,397.3
14.10059955,120.8103367,393.3
14.10039473,120.8095109,389.2
14.10039041,120.808684,385
14.09998399,120.8076526,377.5
14.09977916,120.8068268,373.5
14.09937382,120.8060021,370.2
14.09916898,120.8051763,365.7
14.09876256,120.8041449,367.2
14.09835721,120.8033203,365.7
14.09775135,120.8024967,365.9
14.09734708,120.8018788,365.9
14.09674122,120.8010553,363.8
14.09613644,120.8004385,359.3
14.09553167,120.7998217,354.6
14.09492689,120.7992049,349.9
14.09452046,120.7981735,349
14.09391569,120.7975567,345.2
14.09371084,120.7967309,340.3
14.09350599,120.7959052,327.4
14.09350165,120.7950783,321.5
14.0930963,120.7942536,324.1
14.09309087,120.79322,312
14.09268442,120.7921887,305.8
14.09247848,120.7911562,315
14.09227253,120.7901237,315.2
14.09206876,120.7895047,312.4
14.0916623,120.7884733,307.5
14.09125584,120.7874419,302.3
14.09085047,120.7866173,303.7
14.0906456,120.7857916,301.6
14.09044182,120.7851725,299.5
14.09003644,120.7843479,293.7
14.08983047,120.7833154,290.3
14.08922458,120.7824919,285.2
14.08881919,120.7816673,279.5
14.08820892,120.7800169,273.4
14.08760302,120.7791934,274.7
14.08739594,120.7779542,268.3
14.08679003,120.7771307,263.8
14.08658842,120.7769251,262.4
14.08557821,120.7754837,256.5
14.08436857,120.7742503,245
14.08376266,120.7734268,246.8
14.08295733,120.7728112,243.9
14.08235251,120.7721944,241.4
14.08174768,120.7715777,238.4
14.08134226,120.7707531,229.5
14.08073743,120.7701363,232.8
14.08013149,120.7693129,227.1
14.07952666,120.7686961,225.1
14.07872132,120.7680805,222
14.07791598,120.7674649,211.7
14.07711063,120.7668494,184.5
14.0765069,120.7664394,159.1
14.07570044,120.765617,142.6
14.07489619,120.7652082,152.5
14.07429134,120.7645914,177.3
14.07328659,120.7641837,200.2
14.07268285,120.7637737,200
14.07187748,120.7631582,199.1
14.07107323,120.7627493,197.1
14.07046948,120.7623393,194.4
14.06946249,120.7615181,189.6
14.06865711,120.7609025,188.1
14.06765122,120.7602881,184
14.06684807,120.760086,183.1
14.0660438,120.7596771,179
14.06504014,120.7594762,177.8
14.06363659,120.7594842,173.7
14.06263293,120.7592833,171.4
14.06222967,120.7588721,170.8
14.06102662,120.758879,170.6
14.06042509,120.7588825,170.5
14.05901928,120.7584771,167.3
14.05801561,120.7582761,166
14.05721244,120.758074,163.5
14.05660978,120.7578707,162.3
14.05540333,120.7572574,151.1
14.05439964,120.7570564,139.7
14.0535976,120.757061,139.3
14.0519935,120.7570702,151.9
14.05079041,120.7570771,147.4
14.04998836,120.7570816,145
14.0491863,120.7570862,141.1
14.04878527,120.7570885,139.8
14.0473828,120.7573033,134.6
14.04638249,120.7577224,130.8
14.04518166,120.7581427,132.4
14.04418021,120.7583552,129
14.04357979,120.7585653,127
14.04237895,120.7589856,124.4
14.04177853,120.7591957,124.2
14.0403783,120.7598239,131.1
14.03897693,120.7602453,129.1
14.03817711,120.7606632,132.9
14.03737729,120.7610812,143.1
14.03657748,120.7614992,136.9
14.03557599,120.7617116,136.2
14.03477503,120.7619228,141.5
14.0339752,120.7623408,144.2
14.03317423,120.762552,145
14.03217387,120.7629711,145.5
14.03097069,120.7629778,141
14.03016971,120.7631891,138.1
14.02936986,120.763607,137.2
14.02857115,120.7642316,140.7
14.02757303,120.7650641,138.6
14.02697598,120.7658943,141
14.02577732,120.7667278,139.4
14.02477804,120.7673536,145.6
14.0241787,120.7677703,148
14.02358277,120.7688072,150.6
14.02298342,120.7692239,152.6
14.0221858,120.7700552,152.8
14.0211865,120.7706809,152.6
14.02038886,120.7715122,154.9
14.01959009,120.7721367,154.9
14.01899072,120.7725534,154.6
14.01839361,120.7733836,157.1
14.01779536,120.774007,158.5
14.01699883,120.7750449,162
14.0164017,120.775875,163.8
14.01600511,120.7767039,164.6
14.01520629,120.7773285,162.3
14.01481307,120.7787775,166.9
14.01441759,120.7798131,170.5
14.01401986,120.7804353,171.9
